Simulation Number,PG.cFactor,ExitSlit.openingWidth,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.translationXerror,SU.translationYerror,M1.translationXerror,M1.translationYerror,M1.rotationXerror,M1.rotationYerror,M2.translationXerror,M2.translationYerror,M2.rotationXerror,M2.rotationYerror,PG.translationXerror,PG.translationYerror,PG.rotationXerror,PG.rotationYerror,M3.translationXerror,M3.translationYerror,M3.rotationXerror,M3.rotationYerror,M4.translationXerror,M4.translationYerror,M4.rotationXerror,M4.rotationYerror,M5.translationXerror,M5.translationYerror,M5.rotationXerror,M5.rotationYerror
10,2.25,0.01,100,1,300000.0,-0.026829643027408055,-0.012443681571240508,0.0016095744263577086,-0.020593450577454337,-0.0037911497708723483,0.004421443105030043,-0.004605148504979558,-0.025554356537191927,-0.0034349495456977765,-0.002611373494312782,-0.02584469530204226,-0.029014614597072948,-0.002314229281227852,0.0034388636607403595,0.018617520008897902,0.005746341564211582,-0.0031754846941885375,-0.0013148274688792017,-0.029687181757900978,0.0028696694017437546,-0.0004765845649886977,-0.002878243871381071,0.0003880082465441796,-0.0021458525723430134,-0.004793033264972017,0.0028192534942537767
11,2.25,0.01,100,1,300000.0,0.027553964419357153,0.02305391434377936,-0.004694133789330011,0.013538593428747137,0.0016669486484628283,0.0010775188879806816,0.015162968814336417,-0.022663515206892682,-0.0030935918502096585,-0.004123823482587309,0.01598283936624633,0.005302879106837827,-0.0032364804454303965,-0.004583593904597047,-0.0037129206655309825,-4.90187129770954e-05,-0.003371740780394007,0.002570476240725693,0.021436560242932105,-0.02501656420991097,0.0015618171386566513,-0.0004480600073404721,0.0009805417251298743,0.014692889641091979,-0.0012956442080977182,0.004319073725937051
12,2.25,0.01,100,1,300000.0,0.00574124452490201,-0.029120389092629432,-0.01800439123414345,-0.006070764577762452,0.00386045202127057,0.0033901487315479576,0.025078550057634708,-0.024389421264096364,-0.0046805920603079755,0.0039848036895714775,-0.0093780675298966,-0.00256051040583357,0.0008588445510035068,0.0017859920573161502,0.003231731320330812,-0.020447384094945734,-0.002309229227428745,-0.0009289226187943799,0.012984912104125584,-0.007117229695476693,0.0020917655655959396,0.0031100950230557598,-0.027927899954746087,-0.02770493192587489,0.002280375512909818,-0.00016919971190432984
13,2.25,0.01,100,1,300000.0,-0.004793311172652137,0.0005742453391815484,0.0005821426736055853,0.009187257599031023,-0.0011743243195187648,0.0008579692986531206,-0.004841151612133301,0.0024179618659595156,0.0032066066290161585,-0.004886500626265377,0.012348210051150804,0.017004078408035486,0.0003391903587689161,0.0036020550391193023,0.00583083428107517,-0.0012877131464736,-0.003029779372848335,-0.0007232443165784818,0.006419777886060157,-0.015265050436374506,0.0034544559654057323,-0.00163149489227988,0.012241160280421819,0.009172078712314048,-0.004096188831630919,-0.0013898548737867954
14,2.25,0.01,100,1,300000.0,-0.017284260830950686,-0.018902967230810322,0.00863200641185323,0.005513974782033505,0.004508253250199293,-0.0048021441696022285,-0.0143164065044625,0.027902681222867792,-0.0024932175019970527,0.0018033529053491605,-0.010205013936772325,-0.0273339013516454,0.004746421599102134,-0.003616908756853867,-0.020091293634557073,0.02900673121341816,0.0030468968833984563,-0.0043291763494606224,-0.011689859961803505,0.023938648114059782,-0.0023922663959315004,-0.0028069537053673523,0.014942458159680254,0.008251124135207684,0.0006522112084884936,0.003756291119581783
15,2.25,0.01,100,1,300000.0,-0.02777109400565322,-0.010557663055356298,0.022593147393513036,-0.025938962452900345,0.004628091116851537,0.00021343075288511072,0.007191177256969307,0.012855469562200121,-0.004649304086056426,0.0020653500824700678,0.007318041908571049,-0.012436236132294099,-0.0036411397358051215,0.0013478067144799925,-0.0031331557889121772,0.023291625959939458,0.0036093987631170077,0.0016057613473316025,0.011224724656910587,0.029696846715544463,-0.0031389649859061165,0.004922404815656673,0.005038020108262389,0.025928666142260602,0.004898945598679961,-0.0026006521871792965
16,2.25,0.01,100,1,300000.0,0.008169522866488574,0.0015605335433945614,0.0023459031570925923,-0.029089431299728106,0.0012173388423954226,0.003227846574432585,0.004068163928224608,-0.02679063618431797,-0.0014361168300311344,-0.0036815698227380548,0.029740940036628888,0.0013222848812771346,-0.002903663045651793,0.004636823321155809,0.0014573826481541693,0.006658905195660696,0.0024345559516974194,0.004120447653830643,0.028191378885019894,-0.026871364576689087,-0.004355566510552708,-0.00044393819178628526,0.0011278857835614609,-0.02843575271095242,0.001431183270840494,0.0019715002673652837
17,2.25,0.01,100,1,300000.0,0.027546953135663264,-0.020449319914137988,-0.009765659781198005,0.012076040537337573,-0.0029084114856639145,-0.00034974203514871044,-0.022913817890532068,-0.025770218012629815,0.0006998726328801578,-0.0034050220426982735,0.005336711467450246,-0.010380397986827689,0.003072875934472876,0.004566472181538077,0.015396589565757554,-0.0026746441668638737,-0.000358771363859269,0.001183515964683587,-0.025168387573223885,-0.001953846108595246,0.0029957388840214953,0.0018254402959910678,0.021594522865568004,0.009166047935515453,0.00022986108085189163,-0.0021520648939494257
18,2.25,0.01,100,1,300000.0,0.029839571906014488,0.0007891774555191869,-0.009572049486404107,-0.0077269403750429635,0.004765193055320413,0.0033012879160386295,-0.026995378417529803,0.02813396500815052,0.0032443497778790803,0.000962843948312417,0.023905590823295346,-0.028417602352686883,-0.004882978052148843,-0.002800386641898467,0.018510970258541613,-0.00395616847634506,-0.0015988349553115143,-0.004694894325856921,0.001150858314968986,-0.008836081900157722,-0.0005419864825032183,-0.00023504765090531874,-0.005964143105783273,-0.0009720184941761703,0.0020401605750846666,-0.004255541615810558
19,2.25,0.01,100,1,300000.0,-0.016256691987484927,0.003095590661217222,0.019805373919438853,0.002645401876400555,0.0021931981846642053,-0.0033438067439776854,0.021067570690099277,0.01669811354962991,0.004763026376009868,-0.003952383172267546,0.0017135479354245045,-0.015441517464203584,0.0014708027614342934,0.002760452121503578,-0.013014538668697472,-0.012047908744238178,0.003212260849304242,0.0011421139072228716,0.023853949037310508,0.02420954995000437,-0.0016273809542998265,-0.002811767155523278,0.025201339764992746,-0.021229326539108966,-0.0009007535909443965,0.0002719749096501741
20,2.25,0.01,100,1,300000.0,0.014665543791635295,-0.00861509704869675,-0.013922697198052517,0.011953389221164866,-0.0023283910340239976,0.00041276874199236684,0.012694368543036301,-0.01039705086179658,0.002801182997005749,-0.0022712282631141725,0.026399873600487248,-0.0008199509229852991,-0.0002954260523141336,0.0032915326115624905,-0.003085365694913876,-0.0006579915488177518,-0.0037223429188655123,0.0008280404465315352,-0.026665267563633223,0.008230684776779747,0.0007385355721715716,-0.00025468891348034723,-0.01645968486999569,0.02631232096314936,0.0013768318502887077,-0.00026316113010625176
21,2.25,0.01,100,1,300000.0,0.017746698926510505,0.011767081243158707,-0.008720227474191062,0.0018583226639993025,-0.004116853217565608,-0.0027689069795727318,-0.007103723585543419,-0.021906930723961132,0.0011307752479740264,-0.0043837512490183025,-0.010121843794689132,-0.014179661297784502,-0.0020295372438030824,-0.004876966832114808,0.020444425436829013,0.002112764671714437,0.004898602488990143,-0.003432071926051822,-0.005476696041962603,-0.005090956301161166,-0.0036456151415630847,0.0012418680789818386,-0.0051825754300309605,-0.0037860373868698026,0.004001260128607937,-0.0003209039493895713
22,2.25,0.01,100,1,300000.0,-0.028109489889721204,0.02224571092797381,-0.011070161427285612,-0.009848042198131377,-0.004979262291575521,-0.003968112963867412,-0.011250253691457521,-0.000698369931086313,-0.0011835058680560394,0.0018155152813517537,-0.028564340899100187,-0.014859793890936019,-0.0014838709136978934,-0.0015341391824937266,-0.01998118117640976,-0.024986045003213008,0.004569572878197971,0.002498012737150445,-0.014650142784830178,0.020866921729294344,0.004666491494758553,0.002296425371940319,-0.007759824581846774,0.025103245588384067,-0.0007450100005229523,0.0029273267020768533
23,2.25,0.01,100,1,300000.0,0.0051963419046439155,-0.019647545188750497,0.01570026829998941,0.017355619474251342,0.0016452947856445254,-0.0021495446823551713,0.0021162263165956235,-0.02576227897986854,0.0038554705479332445,-0.0004450683619144783,0.0018490156415713124,-0.00182637306786268,-0.004027123758749121,-0.0015117234325516737,0.005869979612802334,0.020614416344301424,-0.001876936532110015,-0.000488852713964978,0.016417425595839162,0.021311059019506348,0.002209179599527802,0.0028611925809968594,-0.02230583206902913,-0.012681316496737413,0.004656933720932785,-0.003252583170552763
24,2.25,0.01,100,1,300000.0,-0.004884553714042193,0.00721800203586314,0.019149438980911412,0.026796086985524797,0.0038186784332729677,0.0017986271390096134,-0.017601364549944504,-0.007102287878763883,-0.0017911757361246737,0.003127563305324501,0.004817118645001735,-0.008428849065951125,-0.0024188687644223386,-0.004196974793110576,0.012232515265918328,-0.0016992234588958342,2.0197902976728556e-05,0.0018849313275039418,-0.024558346274765115,0.026455080727890212,0.0030613862530574814,0.0031343968658146077,0.006626478412518753,-0.004940447813366212,0.0035044265760515022,-0.00229478112187797
25,2.25,0.01,100,1,300000.0,-0.02322310703305487,0.024529304349660136,0.011195417323075912,-0.003722931752076289,-0.0017658589698698545,-0.002786107568297146,0.026069754430577574,0.01850389944968065,0.0034871779239081845,0.0003080571799486285,0.016656611642386097,0.013323423017847537,0.0032480773197659874,-0.0009960738468994508,0.006792915508770897,0.00867155446110627,-0.0030978749643379043,-0.002502826992369204,0.005616852366638579,0.023514066903991715,0.0029116020679430072,0.002663183085722879,-0.02408511152903605,0.0014065204413173313,-0.0016381729578443605,0.0007902005284995605
26,2.25,0.01,100,1,300000.0,-0.02091218301910578,0.003989146013505085,0.011804613770901938,0.024908233666956353,0.003586559864897954,-0.0007203433919212125,-0.0023529021807766337,-0.006911294171140111,-0.001491054891776371,6.008469663081918e-05,0.004162559526761887,-0.008093049929195899,0.0020991334215308593,-0.0022031808842692224,-0.025215504678728434,0.004397210094232766,0.0003278817881490646,-0.0022213547727760884,-0.023172430319624026,-0.022467053826692254,0.0041506744568069074,-0.00036580311588375273,0.01736859926920646,-0.0023839948324404572,-0.0006896167091717132,0.004792156755790329
27,2.25,0.01,100,1,300000.0,0.00992883945050689,-0.007399758836873216,0.005860419387483488,-0.0048123364085947695,-0.0010011752867710123,-0.0018057894015921284,0.02677900631512207,0.014400572848391302,-0.004662965532438553,0.0026161956248905464,-0.020221830607750704,-0.007733310342494651,-0.0031524421747742446,0.0002411678770952051,0.009917589996997225,-0.018987549691136262,-0.0048899777131370305,-0.0025499015679188333,-0.023315524281237367,0.019984870977297474,-0.0030376994546144264,0.0009537778084406957,0.020266437807377545,0.028148280309909873,0.0017393797217303856,-0.004694231033146229
28,2.25,0.01,100,1,300000.0,-0.0077475225645058515,0.01764549447896748,-0.005681757091904164,0.005359555175659746,-0.0009575124986843262,0.003873720058500036,-0.010102020034693356,-0.008110010316360959,0.0005313286020736377,0.0005940881571828392,0.008512969320075357,0.027373626562570877,-0.0043531717243604755,0.0011869912965777295,-0.014103881845078124,-0.011552299686971284,-0.004771614403928343,0.002296699620653534,-0.004664580679262242,-0.019414365678283693,0.0018005741421861033,0.0035937899696213476,-0.008755833162371742,-0.029772575126400136,0.0017156736209893763,-0.0022438770016564337
29,2.25,0.01,100,1,300000.0,0.012094513939403355,-0.016791527784125033,-0.022594683601630146,-0.011372256223957364,0.0019128003195062696,-0.003015091459757261,-0.008456912367961915,0.0019498509132965247,-0.0018654995937998032,-0.0037128515827136747,-0.011385858560869835,-0.014854562387832072,-0.0027305441088445125,0.0037022609617686627,0.02694155854462179,-0.00016329662291200697,0.0010962874205871958,0.0030517498653902545,-0.004462798944335749,0.012456400909891717,0.0031246451235922663,0.00045190425119323065,-2.5783246660315146e-05,0.01911768623331963,0.003174263352308411,-0.0008811148599520459
30,2.25,0.01,100,1,300000.0,0.026854104282592613,0.017621703649271556,-0.018227560156007155,-0.023051459444066495,0.003239215009966468,-0.004740333706009121,0.006409106347720107,-0.022610278584387404,0.0011969094126356074,0.0004598231936078223,-0.028656899340273864,-0.02900712873910878,8.429258681091813e-05,0.004337260906868426,-0.00519901053862382,-0.007298975465786322,-0.0024861286535623815,0.0023638538475996,-0.00729373742119644,-0.011787431279851473,-0.004198747386232195,0.0001434339622500792,0.015544449710870017,-0.015946235500675202,0.0022505551057697085,-0.0024288735818942296
31,2.25,0.01,100,1,300000.0,-0.023414010031124838,-0.0005111670853333271,-0.004174546172063108,-0.014994441782039325,0.0015351456066330978,0.000706310046157301,0.029626651048777805,0.023174523034350226,-0.000980126382806504,-0.0017572771189850547,-0.004495736957365458,0.02263245771328272,0.0016125448768421766,0.0034555560169062414,0.020930668854985318,0.017930508878911712,-0.0028085792296866506,-0.0012506019133057154,-0.0051041032276092045,0.007317153523563179,0.003044553797446535,0.0012272130204441642,-0.0016051477651661712,0.012045070642640328,0.004660451607881369,-0.002197262819438306
32,2.25,0.01,100,1,300000.0,0.01159205009078964,-0.0052746158576773595,-0.004303676071455199,-0.02514871141385939,-0.0036142459611356393,-0.0018349395125696276,0.01663765941461845,-0.003088966977036176,0.004724294372436383,-0.0024782511575255073,-0.009684384372248288,0.0006966622193653668,0.0009254113918627975,-0.00021434082219557154,-0.02737129889682005,0.015660701593623753,-0.001403274758335198,0.000623091829292979,0.013853405470552922,0.028933072013719648,-0.002729935972145555,-0.00145687711424216,0.004378454346193245,-0.020316723697397523,-0.0030040734946412896,0.0018201855334568362
33,2.25,0.01,100,1,300000.0,0.021520365114004215,-0.0024269173887599103,0.0005724005977811725,0.004950282153272881,0.0010149449267887797,-0.0025551341731141976,0.02161938462175865,0.02136473334286084,-0.0010716362347343786,-0.00042076008484919544,0.025130228016816844,-0.026105011477022287,0.004281984298412217,0.0038406226349371768,0.025682122366934533,0.007943950833875633,0.001215411587216028,0.0018205420199641229,0.011758345287811639,0.025223397320481504,-0.0015204644128897892,-0.0017652039713579805,0.005336140901400312,0.022087841005827176,0.0031318592016374375,-0.00347484193237555
34,2.25,0.01,100,1,300000.0,3.850160261499938e-05,0.020522540960402076,-0.028364401957144687,-0.0087560436543095,0.00193276857873979,-0.0018449193857799206,0.024820773203560666,-0.020356187785372445,-0.004292718937592591,0.003005224421875791,0.0072815187925369534,0.013442732059993454,-0.0003202497865805575,5.154578837453499e-05,0.02434998496826552,0.0026525789102056427,-0.000369831775591899,-0.0023667268721225053,-0.022596388640851537,-0.01106282009785143,-0.004243316486408429,0.0037073306105736064,-0.002489810323754081,-0.000794458645674373,0.0016453487893765247,0.0032225379052818444
35,2.25,0.01,100,1,300000.0,0.024807388434463763,-0.006547772903228735,0.013362025839452257,-0.02972772853311783,0.0021390492683914606,0.001617414589668558,0.026624362975431214,0.009605185146984413,-0.0009255258470494089,0.00028747087289793596,0.0004466871110595412,-0.0140153175356382,0.003944385363498723,0.0036566441593346858,-0.01029418962187506,-0.007697180351806315,0.001999226593716704,-0.0007919971864425134,0.02193074189064631,0.007556229449119094,-0.003025122512984572,-0.004788528643980472,0.001047706086338189,0.013619323306402607,0.0033949213281297902,0.0003377912320498286
36,2.25,0.01,100,1,300000.0,0.00603576160017559,0.009044052850258194,0.026557110135163327,-0.0008762842498198989,-0.0008139908444712539,-0.004747990107207273,0.021290193679644416,-0.00774974591289233,0.004767957695148049,-0.00033269005296513755,-0.005224789843415029,-0.028256550230277747,-4.829477226162872e-05,-0.0013435511373416586,0.01653967219423467,-0.012791647179449889,-0.003125513221962247,-0.0016200849921566163,-0.006106278832262165,-0.012624850736052594,-0.0014982579922557838,0.002069357552968173,0.013475448411891244,-0.026846367327174058,0.004525096342419943,0.002869818694513725
37,2.25,0.01,100,1,300000.0,0.0029789781560734183,-0.022643903966182946,-0.026710700300903036,0.02548063684187029,0.0014959285565543127,0.001637478939490595,-0.0028208411442311107,-0.024121758079000775,-0.0034844466197767677,0.0031204205531846973,-0.022867614672110348,0.025536255245498914,0.0018252214684178307,-0.004563924362369557,0.009451283113572954,-0.024592516647286334,-0.0003339749595654574,-0.0026600426586619107,-0.00019800103039745165,0.020768338491499734,0.002104677200717821,-0.004061617859066962,0.007536971519676229,-0.023617118080446756,-0.0026165155323132918,-0.0033613873107256388
38,2.25,0.01,100,1,300000.0,0.02198405595578032,0.024172266869868148,0.0010071265033161914,-0.019712410467759123,-0.00050854226744519,-0.004187597331909947,0.011172696281495913,0.0035974093408281047,0.004360076184374439,-0.004034337775571173,0.004736354764735148,-0.026100466128484667,-0.00136522537424275,-0.0031060991663457416,0.009210939797571892,-0.011948044008290495,-0.0008420426767665823,-0.003310815132271452,-0.02409679978211661,0.028739563758069575,-0.004241353616308753,0.0016086131542439788,-0.017103017138291966,-0.02830809571779635,-0.004357917016307823,0.0038549468475234305
39,2.25,0.01,100,1,300000.0,0.004862132346949606,0.003936978387512516,-0.007920869503513138,0.0035190924864641412,-0.0019870194396073805,-0.004313908883284185,0.010030909882762895,0.0032639469462165185,0.0033730929648494454,-0.002635265421089135,0.009653522986915797,-0.016085824615911147,-0.003078823099817685,0.000195085452583248,-0.001364059871273554,0.019382580572097734,-0.004438123647724763,0.0009376848763064131,0.02278686433421588,0.01673293213517152,0.0039395234697978425,0.001440201963543223,-0.01907524206020679,0.015274723319589095,-0.004502516709327878,-0.00025914381518588915
40,2.25,0.01,100,1,300000.0,-0.0020852844874894236,0.015640620994591167,0.008606764577132837,-0.008767876593859508,-0.0008223936635442198,0.003951768568700511,0.0022946950852128986,-0.00940987698024669,0.00023462033797123395,-0.001952873884855795,0.02508201911292287,0.007878507026841786,-0.002298799271334451,0.0020158117866798716,0.022374902791425927,-0.005781001353301781,0.0014029988402822048,-0.002147995342173358,0.017040221503595424,0.009806609125380394,-0.0015406933963595893,-0.002949213412094276,0.024317812572361118,0.008830279874410651,0.00295979170563001,-0.001609154208988297
41,2.25,0.01,100,1,300000.0,0.01898262044836186,-0.004103176693075566,0.013785430926016182,-0.00766561698764287,-0.00024191830023371792,0.003914634559376411,-0.02571554547446487,0.029778863506305542,0.00048587813926096596,0.004849349852823239,0.016402775547309914,0.009746902987522878,0.0042958108938580325,-0.003998610003997235,0.027647579269560435,0.013098901707532792,-0.004696350926133117,0.0040113687742374384,0.00781049303081062,-0.0052437155556573425,-0.004709521515845015,0.0023300220778588367,-0.01675144982998459,-0.0037889887574114947,0.0020902411490484373,-0.004775593684965782
42,2.25,0.01,100,1,300000.0,0.018782227623906314,-0.0007909699147486821,0.024799281699898534,-0.02529943268298903,0.0029540797945616553,0.0021202470527359255,-0.014293941353126352,-0.023276190133962975,-0.001447517150811041,-0.0021062411616235965,0.019936453648056164,-0.02378557416788278,-0.004650753082307846,-0.0028129636749941924,-0.006040059942207479,0.006644529208503697,0.002582982232684522,0.004228306028156894,0.010849127032922644,-0.023921578970939085,0.004065225193445901,0.0018523609612949186,0.013313168299859027,-0.020308227872466708,0.0018776453420970762,0.003344327562808805
43,2.25,0.01,100,1,300000.0,-0.015004926117676374,0.024122377105658385,-0.00046078308649778743,0.01068257301641324,0.004837025479832074,-0.0010327657797821743,0.011623150160935833,-0.022737265894689766,-0.004452937634439563,-0.0031540027663759284,0.012448502786163329,0.014317837324503015,0.0017665238504946511,-0.0014461967993277237,0.001907554948399226,-0.00018121438836107145,-0.003307483450750074,0.0003820666143107788,0.015528090641855168,-0.02438439496402773,0.0006764740656917045,0.003057580550421623,0.028502353704236948,-0.02494021524640425,-0.004246738973100571,0.002839266047541595
44,2.25,0.01,100,1,300000.0,0.017792941493990792,-0.029552821897586692,-0.004189021896807185,0.015884244945781452,-0.0023233598900227605,-0.0030946161516732787,-0.022215920639353483,0.027785346033832488,-0.0010120771493184258,0.00025728779512000557,0.021187468587843622,0.026017357311767866,-0.002631791155694191,-0.002697455773282188,0.026900457423749212,0.02868458892668456,-0.0032432268696761316,-0.003178197131224722,-0.00298960155028977,0.018808879296186826,0.004765025480404877,0.00476889436419588,-0.01729684003888208,0.026483320863807683,0.0002986592433469361,-0.0006892177876740881
45,2.25,0.01,100,1,300000.0,-0.003448909403871221,-0.01957439107558389,-0.02840044580953385,0.01223585790537781,-0.0019962691312053727,0.00025072408583236543,0.0284009498059659,0.0011749874081168343,0.002291161758248756,-0.000777214096985418,-0.010596539357418014,0.0017744456350994448,-0.0017471713003204435,-0.00047587781431941527,-0.029124661813036516,0.009654558998865546,-0.00048144347963809033,0.0035472730458448115,0.02599087903724382,-0.006842486845504637,-0.002147738008326584,-0.00043836114144491217,0.01331034421044993,0.02308325427050157,-0.004686346133531206,-0.0009463531266315347
46,2.25,0.01,100,1,300000.0,-0.015857164522206958,0.02729258776065291,-0.01617186925731068,-0.009094142158871492,-0.0026293536618796987,0.0014083494688127505,0.013219742156650054,-0.029029736121055957,0.004384651310060117,0.002474336395628148,-0.014033092426643957,-0.020386225723511973,0.0015691139838577986,-0.003872005411439625,0.027013567597187163,-0.025812655675462957,-0.0021773385014910284,0.0035140275705577368,-0.02904934102736463,-0.002998902850509612,-0.0018716357431459861,0.003557882493605645,-0.003398110872460093,-0.02665524113421154,0.0035741390850600697,-0.004310469251961922
47,2.25,0.01,100,1,300000.0,0.012843914912733387,0.014139408040627952,0.012990648290608642,-0.0021029141229510044,0.0046540674483760884,-0.0003993439771234038,0.004397999525527371,0.010349264301524053,-0.004160311535163723,0.00041308239862240196,-0.023035167401027908,0.0175828836693624,0.002682287182926398,-0.0031189253729998435,0.01892997955631772,0.022224451175117926,-0.0028415657320334286,0.004379248125926215,0.012911484896817808,0.013607769745176718,-0.0024365698755839183,-0.0013232711133326015,-0.008522273277608038,0.025229824763317116,0.00046836585358697985,-0.0017276517875189313
