,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.cFactor,PG.orderDiffraction,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
148,148,0.01,490,2.25,1,100000.0,0.01309,0.01134,4.36,1356090000000.0,3.44,0.00344,233247480.0,0.007881664070149244,0.021023580558105694,0.0006816393636876864
149,149,0.01,490,2.25,1,100000.0,0.01225,0.01225,4.08,1356090000000.0,2.76,0.0027599999999999994,187140420.0,0.00705993251816025,0.025793994493447894,0.0005985497968906525
150,150,0.01,500,2.25,1,100000.0,0.01715,0.00243,5.72,1362500000000.0,3.04,0.00304,207100000.0,0.0059063040011657604,0.024265887182709864,0.0006069752931117776
151,151,0.01,500,2.25,1,100000.0,0.01651,0.00522,5.51,1362500000000.0,2.96,0.0029600000000000004,201650000.0,0.00811898265681062,0.025359297905670247,0.0006684193507803601
152,152,0.01,500,2.25,1,100000.0,0.01414,0.01,4.71,1362500000000.0,2.96,0.00296,201650000.0,0.0072081901101311826,0.02667096222630429,0.0006452391466409908
153,153,0.01,500,2.25,1,100000.0,0.01309,0.01134,4.36,1362500000000.0,3.2,0.0032,218000000.0,0.007412470818981858,0.024710288279052868,0.0007085196184961824
154,154,0.01,500,2.25,1,100000.0,0.01225,0.01225,4.08,1362500000000.0,2.3600000000000003,0.00236,160775000.0,0.008225983500016043,0.02550008379702892,0.0005609663186017997
155,155,0.01,510,2.25,1,100000.0,0.01715,0.00243,5.72,1368770000000.0,3.08,0.00308,210790580.0,0.008132316296125635,0.024591937072521,0.0006794782334675077
156,156,0.01,510,2.25,1,100000.0,0.01651,0.00522,5.51,1368770000000.0,3.76,0.0037600000000000008,257328760.0,0.007994920689294815,0.023009355326293134,0.0005446701576352056
157,157,0.01,510,2.25,1,100000.0,0.01414,0.01,4.71,1368770000000.0,3.4,0.0034,232690900.0,0.006935730271831589,0.022492449588441855,0.0006671905337365068
158,158,0.01,510,2.25,1,100000.0,0.01309,0.01134,4.36,1368770000000.0,3.2,0.0032,219003200.0,0.009204988976331395,0.019813444197149237,0.0006456620421290483
