,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
137,137,0.02,1870,100000.0,17.15,2.43,0.81,1.521816988780577,,0.187,12871.0,3.544381598693154,1870.0,0.0593097794198911,0.0145670157259617,0.0063217323213047,9.438792433579336e-05,-4.540871714702153e-05,21564017646449.15,39643722554496.98,34561264968856.945,24438511122989.297,17682919795880.145,3.152937033808703,11.175212004469744,67989989835193.91,124994161000110.88,108969492255584.44,77053086770818.88,55753132690299.54,0.0017120965330595,0.0031475526061956,0.0027440258536922,0.0019403197888635,0.0014039529262712,0.0010905899845469,0.0020049625017446,0.0017479196152723,0.0012359661314021,0.000894305297979
138,138,0.02,1880,100000.0,17.15,2.43,0.81,1.523878014455014,,0.188,12886.0,3.578858996079432,1880.0,0.0588068708366336,0.0169130975903986,0.0065642775894256,0.000194084273586,1.4647647447388592e-05,21773778132147.26,39801491270649.65,34897454070770.53,24676232777967.68,17854927531440.285,3.1969053500953466,11.441273471803196,69608707802450.65,127241600384913.12,111563857623552.95,78887580588083.03,57080513350826.16,0.0017382576694511,0.0031774571705887,0.0027859550517453,0.0019699682167761,0.001425405574111,0.0011050940274447,0.0020200623897076,0.0017711656577274,0.0012524035698934,0.000906198899231
139,139,0.02,1890,100000.0,17.15,2.43,0.81,1.5259805356815233,,0.189,12718.0,3.5605774000364594,1890.0,0.0610339363599905,0.0164191374914422,0.0062960598774284,0.0001435625656608,-1.982001558925589e-05,21662552901821.82,39371481317526.59,34719190227755.52,24550181173251.39,17763720648781.9,3.096637891504157,11.025818892586257,67081082142494.78,121919220892500.86,107512760021608.58,76023021264382.23,55007810455112.84,0.0017392330567324,0.0031610393341132,0.0027875183327085,0.0019710736236309,0.0014262054109201,0.0011032790366963,0.0020051990260878,0.0017682567203856,0.0012503466400429,0.0009047105710187
140,140,0.02,1900,100000.0,17.15,2.43,0.81,1.5281250257039851,,0.19,12786.0,3.607457725598795,1900.0,0.0609595370001443,0.0168425704887754,0.0063723943764211,7.923315793942181e-05,1.1350761165497032e-05,21947772802543.07,39660185745947.41,35176320282313.85,24873421018003.69,17997606593012.387,3.116821572964869,11.243802062705104,68407291749497.87,123613722520762.69,109638313913437.48,77526015222351.7,56095328490835.766,0.0017721242348459,0.0032022737318814,0.0028402339602207,0.0020083492109242,0.0014531768257144,0.0011216441958626,0.0020268396957172,0.0017976910838029,0.0012711598833782,0.000919770363767
141,141,0.02,1910,100000.0,17.15,2.43,0.81,1.5303119724869625,,0.191,12866.0,3.6580284977322,1910.0,0.0570755569258381,0.0168101123441335,0.0065342057078277,2.779980185134957e-05,7.937094587970425e-06,22255445380202.703,39983183461995.805,35669435881386.68,25222106491863.52,18249904175185.945,3.346441283931376,12.241377582608504,74476541212590.16,133801375800225.0,119365672808015.52,84404298432085.66,61072232759633.84,0.0018071053462687,0.0032465683503817,0.0028962991833442,0.0020479933205987,0.0014818620270438,0.0011412054015907,0.0020502409257652,0.0018290423850939,0.0012933286068324,0.0009358109382867
142,142,0.02,1920,100000.0,17.15,2.43,0.81,1.532541878993534,,0.192,12887.0,3.692498509013927,1920.0,0.0569081270009519,0.0175513232715013,0.0065537182020196,-7.387479728782539e-05,5.263152811885078e-05,22465160928840.73,40124758479638.28,36005552961394.805,25459777219651.027,18421875061470.484,3.3738590622880333,12.457969557121688,75794286785528.36,135375280018646.2,121477661151493.6,85897700096354.05,62152810120480.12,0.001833960769029,0.0032756156589089,0.0029393411339253,0.0020784285835724,0.0015038840034,0.0011557876910053,0.002064338737756,0.001852413835469,0.0013098547221371,0.0009477687032258
143,143,0.02,1930,100000.0,17.15,2.43,0.81,1.534815263474804,,0.193,12814.0,3.700656179968272,1930.0,0.05696483012116,0.0164219212222031,0.0065117522982137,0.0001065069195754,-4.262077793105461e-05,22514792198926.97,39977693719969.35,36085098410870.63,25516024360881.24,18462573681861.71,3.3880553946970973,12.538028134460658,76281363170058.64,135446640875490.42,122258312339125.86,86449703987106.23,62552222362824.22,0.0018482120209997,0.0032817204552576,0.0029621820211651,0.0020945795339897,0.0015155703111058,0.001162131766205,0.0020635032915741,0.0018625816653953,0.0013170444654805,0.0009529709700192
144,144,0.02,1940,100000.0,17.15,2.43,0.81,1.5371326597720596,,0.194,13051.0,3.799575102455604,1940.0,0.0606289834499875,0.0173510257098743,0.0063526956232483,0.0001178213709156,-2.649054595330197e-05,23116614923339.89,40804290455383.89,37049656824044.59,26198070331431.39,18956080186151.008,3.199789753361596,12.15784147996528,73968307564108.75,130565150492327.77,118551112271141.42,83828317004360.6,60655471143546.77,0.00190809378647,0.0033680715510221,0.0030581562314052,0.0021624435663561,0.0015646745398913,0.0011970388071014,0.0021129529272911,0.0019185281735776,0.0013566046309935,0.000981595432056
145,145,0.02,1950,100000.0,17.15,2.43,0.81,1.5394946176312805,,0.195,12816.0,3.759994702673769,1950.0,0.058120433877093,0.0160051116592527,0.0063392603601192,0.0001538769286231,5.0114694655637965e-05,22875807771067.21,40139739626855.87,36663708345771.92,25925163474935.64,18758613571639.44,3.355102276290044,12.615166785779268,76750674724681.08,134672931791753.8,123010491328133.64,86981574987948.06,62937067094252.766,0.0018982360165798,0.0033307982047394,0.0030423569029701,0.0021512717512028,0.001556590974148,0.0011883166120051,0.0020851162886796,0.0019045488631924,0.0013467197632767,0.0009744430600417
146,146,0.02,1960,100000.0,17.15,2.43,0.81,1.5419017030307858,,0.196,13028.0,3.848569290849852,1960.0,0.0576948646321398,0.0146922394950121,0.0059578047996515,7.547420781386042e-05,3.800290488979616e-06,23414695565530.5,40840255471532.7,37527399155076.91,26535885260409.73,19200512192049.914,3.3971827692063816,13.07429328097194,79544000321433.3,138741812177877.56,127487433782757.4,90147252172301.56,65227649178769.02,0.0019535785786019,0.003407460413505,0.0031310560026212,0.0022139915022124,0.0016019729665754,0.0012200873099645,0.0021280941832907,0.0019554686652637,0.0013827255098957,0.0010004956590094
147,147,0.02,1970,100000.0,17.15,2.43,0.81,1.5443544985222362,,0.1969999999999999,13027.0,3.874679264985173,1970.0,0.0607324169800449,0.0172061701538906,0.0067354256214622,0.0002047637495231,-2.032596253566018e-05,23573548648169.79,40870629723254.18,37781997512870.414,26715913532072.76,19330774853011.023,3.243737196639629,12.5684412568807,76466396606862.19,132573581883404.8,122554870695843.7,86659402466192.42,62703953430577.81,0.0019775368094006,0.0034285535838234,0.0031694545411678,0.0022411433762027,0.0016216191883793,0.0012321271062788,0.0021361998350052,0.0019747651895669,0.0013963702165997,0.0010103685294584
148,148,0.02,1980,100000.0,17.15,2.43,0.81,1.5468536035854068,,0.198,12959.0,3.880107865972993,1980.0,0.0584878831259629,0.0158003779266266,0.0067249792433312,3.587439292523954e-05,1.5064529912226e-05,23606576256579.69,40680846062435.35,37834931801102.66,26753343735883.79,19357858143339.26,3.3853165718713987,13.13539345932694,79915733806545.11,137717542332911.72,128083221621897.02,90568537902059.28,65532477968582.11,0.0019910337373515,0.0034311175027652,0.0031910864518268,0.002256439450861,0.0016326869355106,0.0012375662519832,0.0021326786926571,0.0019834826632294,0.0014025344029296,0.0010148287362169
149,149,0.02,1990,100000.0,17.15,2.43,0.81,1.5493996349971195,,0.199,13110.0,3.949757669047612,1990.0,0.0511256232985033,0.0161099514570771,0.0067756255470689,0.0001267931172404,2.609560003308464e-05,24030325658485.67,41159606978622.52,38514087030883.27,27233579128083.285,19705341010878.53,3.892373083416776,15.37393043701991,93534992778829.14,160208546327603.56,149911195691381.16,106003250363252.28,76700538950292.33,0.0020371632155046,0.0034892925919158,0.0032650194796821,0.0023087180096819,0.0016705140174478,0.0012635170653195,0.002164176489259,0.0020250747705342,0.0014319444716268,0.0010361089150031
150,150,0.02,2000,100000.0,17.15,2.43,0.81,1.551993227214839,,0.2,13067.0,3.958475417853023,2000.0,0.0582347493182169,0.0148023883696188,0.0063316714839685,0.0001820232608577,-2.4095885024791617e-05,24083364442217.79,40998417933919.65,38599093799484.82,27293688006096.59,19748833859668.73,3.434375563413582,13.59489124344779,82711318325136.36,140803964690870.84,132563784514859.4,93736775123572.52,67824912413561.04,0.0020526137028941,0.0034942756710779,0.0032897824156675,0.0023262280541511,0.0016831837218506,0.0012699985995168,0.0021619875197839,0.0020354629099093,0.0014392899973156,0.0010414239008858
151,151,0.02,2010,100000.0,17.15,2.43,0.81,1.5546350327754337,,0.201,13134.0,3.996333235408491,2010.0,0.0638099766933919,0.0163878229975994,0.0059701895281715,1.578129887500611e-05,-2.6278192176983585e-06,24313691404225.26,41136634857046.57,38968245378468.2,27554717658141.547,19937706511452.96,3.1499776432423494,12.58836034648311,76587584348003.25,129579480117920.66,122749101738556.8,86796744589001.06,62803329768604.25,0.0020832319768182,0.0035246459177318,0.00333885519493,0.0023609277580804,0.001708291310379,0.001285785601188,0.0021754365431868,0.0020607651869139,0.0014571814135751,0.0010543695536369
152,152,0.02,2020,100000.0,17.15,2.43,0.81,1.5573257227094102,,0.2019999999999999,13174.0,4.019936774362038,2020.0,0.0589581443432507,0.0165943572699524,0.0063085330797697,3.2123004868631035e-05,2.1626220518261216e-05,24457295335218.64,41124640614672.53,39198403486804.24,27717464059226.254,20055464567292.207,3.4261593923982443,13.7729441363276,83794592125417.11,140899573700962.62,134299978273330.42,94964449819978.8,68713218296138.39,0.0021066741035645,0.0035423465356192,0.0033764265588194,0.0023874947311106,0.0017275143166803,0.0012969944866451,0.0021808802409024,0.0020787299867318,0.0014698844486223,0.0010635610607943
153,153,0.02,2030,100000.0,17.15,2.43,0.81,1.5600659869712787,,0.203,12934.0,3.949440117125445,2030.0,0.0598436299169407,0.0166929706374063,0.0064033327308313,0.0001759734155185,-1.577876659361931e-05,24028393672591.207,40152959411955.984,38510990582090.21,27231389607579.94,19703756744338.844,3.392173908597316,13.397187718880462,81508490081668.73,136205821270204.12,130635977446803.4,92373609321680.78,66838569529494.63,0.0020801323587424,0.003476032202159,0.0033338873487997,0.0023574149594886,0.0017057495624204,0.0012777458308344,0.0021351937704772,0.0020478796180911,0.0014480699381333,0.0010477767833716
154,154,0.02,2040,100000.0,17.15,2.43,0.81,1.5578150440698002,,0.204,12410.0,3.795645690513279,2040.0,0.0585932256208252,0.0153156055652522,0.0062388614796115,-2.1654342831871693e-05,-2.7002334642623745e-05,23092708381082.79,38348636226297.55,37011341128194.98,26170977036089.06,18936476349970.742,3.4816311585258446,13.215038302815378,80400293034328.75,133515806772450.5,128859838490752.72,91117689097912.05,65929826092745.9,0.0020096575321745,0.0033373142885194,0.003220935337974,0.0022775458061051,0.0016479588145987,0.0012312959019068,0.0020447371460264,0.0019734329946571,0.0013954282123024,0.0010096869254788
155,155,0.02,2050,100000.0,17.15,2.43,0.81,1.5606069692808129,,0.205,12666.0,3.926825459901788,2050.0,0.0600079573323455,0.016264586498721,0.0063271122848386,8.482670561647705e-05,2.083590439508012e-06,23890806098042.48,39424933832858.95,38290475059502.336,27075461546022.83,19590932219450.02,3.416213600883573,13.41487454441238,81616096728204.92,134683995173747.69,130808441682565.12,92495559983723.36,66926809102073.37,0.0020899319665444,0.0034488342150557,0.0033495934592003,0.0023685208595207,0.0017137854341042,0.0012771734255341,0.0021076089935239,0.0020469622078211,0.0014474212309431,0.0010473073997353
156,156,0.02,2060,100000.0,17.15,2.43,0.81,1.5634497295942005,,0.206,13074.0,4.104387701961424,2060.0,0.0657331938596144,0.0147972502480868,0.0062388907193644,1.984891605801931e-05,-1.5132484112255942e-05,24971094778733.305,40946733141136.1,40021884481825.84,28299753205024.02,20476790245085.543,3.133880888854294,12.862662179625502,78256436700841.55,128322184452023.2,125423818913528.28,88688055728517.83,64171821614151.625,0.0021957491140019,0.0036005130657105,0.003519189613845,0.0024884434814338,0.0018005575821426,0.0013383155638007,0.0021945233372887,0.0021449564534223,0.0015167136443797,0.0010974451590733
157,157,0.02,2070,100000.0,17.15,2.43,0.81,1.566344075009539,,0.207,13001.0,4.126370247504732,2070.0,0.0664251248067557,0.0165897110973419,0.0063382970269571,2.6106338806514352e-05,-6.044186520455833e-06,25104836585818.79,40901728980768.12,40236236283418.64,28451322856545.13,20586461164801.11,3.116290719847425,12.858969308953515,78233969275673.2,127461678448482.16,125387809731605.72,88662593385234.5,64153397882369.11,0.0022183918345987,0.0036142860871343,0.0035554797467409,0.0025141044871068,0.0018191250596339,0.0013488231816326,0.0021975526520367,0.0021617973116534,0.0015286219325044,0.0011060616129462
158,158,0.02,2080,100000.0,17.15,2.43,0.81,1.5692907762790194,,0.208,13075.0,4.186053350734187,2080.0,0.0671928098599892,0.0156118746140333,0.0063362108035076,0.0001116768259012,7.528345348110127e-06,25467948585866.8,41225192240697.94,40818206223009.055,28862837853312.22,20884220166812.86,3.0955693091777694,12.958218279113511,78837800010126.62,127615439865258.06,126355586439635.86,89346915034487.67,64648550994497.32,0.0022620291270214,0.0036615664312777,0.0036254184775782,0.0025635586506924,0.0018549085001167,0.0013717003337085,0.0022203833875,0.0021984631745549,0.0015545486194806,0.0011248213288744
159,159,0.02,2090,100000.0,17.15,2.43,0.81,1.5722906254273268,,0.209,13090.0,4.209707386334988,2090.0,0.0666072501935559,0.0152331751018306,0.0064703737525073,9.020294273725268e-05,-4.402315333108988e-05,25611859738462.062,41188495109081.56,41048856724152.46,29025932428779.74,21002230150425.254,3.1377965520669417,13.209205322052664,80364805179368.4,129241117938102.2,128802961095335.48,91077470695553.1,65900725351720.734,0.0022864338167052,0.0036769984311283,0.00366453256849,0.0025912164967427,0.0018749208270122,0.0013827580666797,0.0022237246513166,0.0022161857179806,0.0015670803533459,0.001133888888012
160,160,0.02,2100,100000.0,17.15,2.43,0.81,1.5753444362910587,,0.21,12944.0,4.163403217343219,2100.0,0.0626605191209819,0.0162847703820408,0.0063371351727412,-2.1583467511210354e-05,-2.004358634500985e-05,25330145174316.14,40468765796196.48,40597344772313.73,28706665183581.49,20771218651325.32,3.3513925984963846,13.953198727160098,84891261056042.03,135626722159656.52,136057640788538.12,96207305223768.88,69612508449801.73,0.0022727005828602,0.0036309854120341,0.0036425219236472,0.0025756526165058,0.0018636593043868,0.001370775280421,0.0021900223390279,0.0021969805653164,0.0015535002561642,0.001124062766933
161,161,0.02,2110,100000.0,17.15,2.43,0.81,1.5784530450786916,,0.211,12976.0,4.150325690227053,2110.0,0.0678711224500148,0.0153365950956941,0.0064461041733207,3.009492756057582e-05,-4.0802220674029926e-05,25250581499341.39,40075806943101.38,40469825805403.99,28616495634115.53,20705974868542.77,3.1088332177708664,12.90267037034566,78499846533183.0,124588999853685.88,125813938781240.56,88963912203533.34,64371422477654.52,0.0022765209928237,0.0036131213775295,0.0036486450034556,0.0025799822888756,0.0018667921159101,0.0013696270631717,0.0021737681474444,0.0021951402848435,0.0015521989810271,0.0011231212061413
162,162,0.02,2120,100000.0,17.15,2.43,0.81,1.5762260242817332,,0.212,13215.0,4.274039417086121,2120.0,0.062590730564807,0.0166656158261254,0.0065201950628845,2.641235412174793e-05,7.399060395475626e-07,26003255813551.965,40997072185426.6,41676158356006.77,29469501780808.81,21323182651842.66,3.387083008729116,14.476526288250897,88075185937718.47,138860486606899.48,141160607836734.5,99815648757489.94,72223389652083.72,0.0023561973706397,0.0037148114982158,0.0037763446024175,0.0026702795645235,0.0019321283172455,0.0014136429809753,0.0022287679570212,0.0022656858493575,0.0016020822409311,0.0011592151269043
163,163,0.02,2130,100000.0,17.15,2.43,0.81,1.5793903381641194,,0.213,13202.0,4.329368451507668,2130.0,0.0619315961366737,0.0156007185088921,0.0069458248587512,0.0001233409453172,5.249827450116867e-06,26339877658972.65,41251111346038.03,42215671770651.27,29850995473145.37,21599219204571.76,3.439278385946018,14.889903340066905,90590171920967.05,141874055648681.2,145191447468992.4,102665883529761.31,74285727763593.8,0.0023985864595994,0.0037564471027195,0.0038442828020305,0.0027183191385499,0.0019668882062691,0.0014351419434425,0.0022475882717758,0.0023001428485384,0.0016264470249895,0.00117684470017
164,164,0.02,2140,100000.0,17.15,2.43,0.81,1.5826110186001665,,0.214,13231.0,4.380764330400853,2140.0,0.0702911667062835,0.0169121686652896,0.0065419262604246,0.0001218226223227,-1.1629365112443172e-05,26652570186158.8,41460853969508.94,42716832985738.72,30205370058113.883,21855633244369.86,3.044479271402816,13.337146196806236,81143197461369.14,126226710484829.12,130050512565057.6,91959623026978.98,66539022375866.31,0.0024386385763109,0.003793556763593,0.0039084754696923,0.002763710220852,0.0019997317319551,0.0014553430339288,0.0022639379460897,0.0023325197113477,0.0016493409301346,0.0011934099928124
165,165,0.02,2150,100000.0,17.15,2.43,0.81,1.5858889725268213,,0.215,13172.0,4.378330440895593,2150.0,0.0631108593506724,0.0164749509573252,0.0064044961239825,0.0002338024117543,5.56598751623994e-05,26637762402408.785,41158006601628.54,42693100129172.92,30188588389975.12,21843490569628.12,3.406703730737733,14.915674647401598,90746964554791.31,140213134639496.2,145442743486813.0,102843576693834.05,74414300815886.58,0.0024493151910172,0.0037844368937025,0.0039255871840252,0.0027758100332123,0.0020084867665984,0.0014910502825289,0.002303821786703,0.0023897487351972,0.0016898079714065,0.0012226906409495
166,166,0.02,2160,100000.0,17.15,2.43,0.81,1.5892251316496036,,0.216,13171.0,4.361300720782941,2160.0,0.0631615067877646,0.0156056451027918,0.0060486010293712,8.17210708498722e-05,8.126272165316757e-06,26534153585243.41,40719196646441.66,42527043328354.45,30071168469798.38,21758529295986.094,3.4198044186280003,14.914795475898982,90741615675369.42,139251688614483.62,145434170685490.97,102837514806323.5,74409914629260.03,0.0024518709343283,0.0037626304681576,0.003929683346587,0.002778706458283,0.0020105825265227,0.0014876990297685,0.0022830164583639,0.0023843775869943,0.0016860099951108,0.0012199425475863
167,167,0.02,2170,100000.0,17.15,2.43,0.81,1.5870146840822026,,0.217,13178.0,4.369368839103185,2170.0,0.0678636494794773,0.0147544388743306,0.0064730116730137,2.0320763913128567e-06,-2.1734546281759705e-05,26583240017103.777,40515314839007.77,42605715550095.16,30126798145616.457,21798781138285.79,3.1975881294981505,13.971441933315456,85002252722291.25,129551289792091.52,136235530291759.05,96333092130210.08,69703523805310.81,0.0024684259460601,0.0037621092950691,0.0039562165351795,0.0027974682606976,0.0020241579626715,0.0014932726669533,0.002275885565611,0.0023933106139813,0.0016923266006974,0.0012245130400115
168,168,0.02,2180,100000.0,17.15,2.43,0.81,1.5904092771148983,,0.218,13263.0,4.471622386514032,2180.0,0.0644593310698837,0.0156357881410367,0.0064392314264408,5.9977651996130735e-05,-3.071424366529829e-05,27205350599551.37,41178501303826.55,43602789890898.33,30831836355014.25,22308924086318.504,3.3819773860770392,15.1229257902663,92007880507980.16,139264760202085.23,147463649380886.66,104272573323886.12,75448276767638.55,0.0025380244265703,0.0038415987978626,0.0040677640012306,0.0028763442506907,0.002081230089441,0.0015317034371844,0.0023184134956972,0.0024549047034821,0.001735880210287,0.0012560270296043
169,169,0.02,2190,100000.0,17.15,2.43,0.81,1.5938638443057251,,0.219,13467.0,4.587279450378451,2190.0,0.0638716145494981,0.0167394496595883,0.0063827325148397,9.526553926180532e-06,-5.3424144532559e-06,27909008176102.496,41951231737573.305,44643821275974.586,31629291810359.41,22885937177938.09,3.428753156541596,15.72864889542351,95693099879756.64,143840418241012.44,153072643120076.7,108449034133945.1,78470229339267.89,0.0026162006025528,0.0039325237592517,0.0041849280843479,0.0029649413469102,0.0021453360956831,0.0015748404888951,0.0023672105394245,0.00251914711124,0.0017847674508435,0.0012914002628366
170,170,0.02,2200,100000.0,17.15,2.43,0.81,1.5973793955693123,,0.22,13339.0,4.551125492051983,2200.0,0.0653216580362823,0.0164560531457561,0.0057639221535729,0.0001608718857401,1.363808636710277e-05,27689047493644.26,41330565228149.9,44109643485462.22,31380010267698.42,22705565079847.344,3.3679488031029927,15.327957653727994,93255294365281.12,139199227691717.62,148559020982162.22,105686268022454.52,76471180734448.97,0.0026081165652421,0.003893053087041,0.0041548230175763,0.0029557797037055,0.0021387070256398,0.0015658746066032,0.0023373314875556,0.0024944942817575,0.0017746064123158,0.0012840480625154
171,171,0.02,2210,100000.0,17.15,2.43,0.81,1.6009569683792826,,0.221,13420.0,4.531804847402774,2210.0,0.0715840304665107,0.0166795491271888,0.0068343718652918,0.0002009111763984,-8.044709802391247e-06,27571500691598.48,40866303963721.56,43740837058053.59,31246794422842.13,22609174383692.44,3.0872807602442944,13.990953914568411,85120963616234.23,126165753969492.7,135040244686309.5,96467627240949.23,69800869079781.83,0.0026095325972131,0.0038678327129813,0.0041398958079623,0.0029573844933899,0.0021398681997857,0.0015625496277513,0.0023160011767348,0.0024789085449897,0.0017708382122527,0.0012813215142754
172,172,0.02,2220,100000.0,17.15,2.43,0.81,1.598759473979193,,0.222,13455.0,4.624357585727687,2220.0,0.0697972352136275,0.0160914258167007,0.0062885776912172,3.679744376369662e-06,-1.2373849139619628e-05,28134591551567.246,41406212602532.51,44448895209197.76,31884945553592.4,23070919995195.43,3.180641744913351,14.7084247805722,89486056365001.27,131698328302372.2,141376011617653.44,101414588862045.34,73380331230274.72,0.0026749759624307,0.0039368129160169,0.00422610458102,0.0030315514893096,0.0021935330500603,0.0015962707686475,0.0023492620000075,0.002521894515194,0.0018090543967496,0.0013089735149215
173,173,0.02,2230,100000.0,17.15,2.43,0.81,1.6023986443879417,,0.223,13498.0,4.699440286110246,2230.0,0.0656545774918413,0.0159501174542562,0.0067620604992873,8.904380561962275e-05,-4.0447568962199203e-07,28591394700694.73,41779197055233.29,44982317279787.71,32402640772730.145,23445507587404.016,3.39656439077247,15.96195153236365,97112513122900.44,141905732992871.44,152785337086956.12,110057655815647.36,79634176194962.25,0.0027313679669202,0.0039912135002473,0.0042972111637796,0.0030954605739505,0.00223977560601,0.0016224277178563,0.0023707737255134,0.0025525357937981,0.0018386980793259,0.0013304227291888
174,174,0.02,2240,100000.0,17.15,2.43,0.81,1.6061018261539863,,0.224,13613.0,4.748931202688124,2240.0,0.0668964962669633,0.015997726412022,0.0069329927007171,0.000174946296549,-1.2640312623140768e-05,28892497437154.547,41917551707126.36,45265718488010.69,32743880642534.613,23692417770211.05,3.3484563841144213,15.901589003361224,96745267496449.7,140359093620173.6,151570284052705.6,109641456178175.64,79333027537769.16,0.0027732357673407,0.0040234408232245,0.0043448133834183,0.0031429093714356,0.0022741080281497,0.0016360695502842,0.0023736276214843,0.0025632212601579,0.0018541583742948,0.0013416093008494
175,175,0.02,2250,100000.0,17.15,2.43,0.81,1.609870143718051,,0.225,13489.0,4.645820266898669,2250.0,0.0656584306293552,0.0146096992655705,0.0063056427876911,0.0001003638226519,-3.1342629930471574e-05,28265170503811.5,40712336142058.734,44096503733041.51,32032930740266.324,23177997311557.46,3.4268257380401743,15.92041646491703,96859813772555.22,139514081347350.1,151111033949971.28,109771271525602.94,79426957743471.08,0.0027257450864529,0.00392608458464,0.004252435992342,0.0030890881609291,0.0022351647331219,0.0015945420058338,0.0022967323025836,0.0024876456168294,0.0018070951890572,0.0013075558953163
176,176,0.02,2260,100000.0,17.15,2.43,0.81,1.6076841543385003,,0.226,13463.0,4.725787981600039,2260.0,0.0657603943527647,0.0163766423308365,0.0063834947622756,0.0001480516678969,2.476389925247402e-05,28751694080054.64,41112948675504.586,44665936080517.14,32584308133132.266,23576956240202.6,3.4367190498835334,16.24120558207551,98811494761347.4,141293653909990.62,153504273408793.5,111983112488410.6,81027374648974.7,0.0027850899272197,0.0039824873941561,0.0043266545728165,0.0031563436962821,0.0022838286730604,0.0016176174366102,0.0023130818818114,0.0025129787770135,0.001833246585376,0.0013264782036897
177,177,0.02,2270,100000.0,17.15,2.43,0.81,1.611516692150145,,0.2269999999999999,13445.0,4.77460336068717,2270.0,0.0724325183136898,0.0181616247880107,0.006395998104662,6.706678842535499e-05,-6.50015136618157e-05,29048686846420.742,41234365407103.484,44935764500434.79,32920890171938.035,23820496166468.29,3.13395150803554,14.963375402497112,91037175948792.42,129226501650480.44,140826506920867.47,103172473400217.58,74652279883058.08,0.0028270489631501,0.0040129721039238,0.0043731961830476,0.0032038958910125,0.0023182359101176,0.0016334904205329,0.0023187258427675,0.0025268660590014,0.0018512354453606,0.0013394943635829
178,178,0.02,2280,100000.0,17.15,2.43,0.81,1.6154165370006153,,0.228,13699.0,4.8534923042396505,2280.0,0.0672246354120034,0.0166536930130504,0.0058622552940315,0.0001343124659839,-2.8555229803031185e-05,29528647178994.03,41607391815751.67,45483504304985.55,33464829437732.39,24214073105851.617,3.391613782695043,16.46117139326352,100149766756615.23,141116203544296.28,154262480086058.28,113499776756551.95,82124784080991.72,0.002887066146467,0.0040680255897229,0.0044469997120297,0.0032719133924869,0.0023674511842084,0.0016614703070453,0.002341097634322,0.0025591924819658,0.0018829450636222,0.0013624384223946
179,179,0.02,2290,100000.0,17.15,2.43,0.81,1.6132424043939848,,0.229,13767.0,4.858917557242659,2290.0,0.0663681162031935,0.0162049389738742,0.0065844300799938,0.0002365415371195,-4.238376280326734e-05,29561654418264.336,41345676314977.55,45339411661656.15,33502236557188.133,24241139693083.625,3.450452010704818,16.765461855236875,102001069927261.14,142661271974964.84,156441464132134.9,115597859491858.23,83642889195776.78,0.0029036208141303,0.0040610773884255,0.0044533522223935,0.0032906748049685,0.0023810263382143,0.0016649388027453,0.0023286254500026,0.0025535561948283,0.0018868759113953,0.0013652826572808
180,180,0.02,2300,100000.0,17.15,2.43,0.81,1.617208300284999,,0.23,13501.0,4.855455092912288,2300.0,0.0748119991762905,0.0180299835004358,0.0063747806991533,9.331481835257458e-05,-9.360281840211188e-06,29540588785278.36,41010351790356.63,45111409070384.125,33478362865630.223,24223865458539.4,3.0743731290754184,14.927480667081928,90818792378526.44,126081123558202.4,138689303860718.05,102924979199529.88,74473201048071.72,0.0029143310829741,0.0040458822203944,0.0044504726228104,0.0033028127575783,0.0023898089699142,0.0016659761210306,0.0023128268462897,0.00254411077733,0.0018880515046854,0.0013661332787346
181,181,0.02,2310,100000.0,17.15,2.43,0.81,1.621243803737892,,0.231,13656.0,4.934534127893308,2310.0,0.06762878310019,0.0159101640987054,0.0064444472124793,3.08340613787926e-06,-9.862491601698166e-06,30021705634102.887,41367429451435.2,45647106077752.69,34023612811824.36,24618390764059.715,3.4157054054599847,16.854914894071943,102545302215533.72,141298952387251.75,155917066973385.16,116214638194626.05,84089170406524.94,0.0029753397765423,0.0040997723380629,0.0045239151983059,0.0033719539380768,0.0024398373019674,0.0016954710359802,0.0023362189784511,0.0025779130331367,0.0019214781053721,0.0013903196907471
