Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.translationXerror,SU.translationYerror,M1.translationXerror,M1.translationYerror,M1.rotationXerror,M1.rotationYerror,M2.translationXerror,M2.translationYerror,M2.rotationXerror,M2.rotationYerror,PG.translationXerror,PG.translationYerror,PG.rotationXerror,PG.rotationYerror,M3.translationXerror,M3.translationYerror,M3.rotationXerror,M3.rotationYerror,M4.translationXerror,M4.translationYerror,M4.rotationXerror,M4.rotationYerror,M5.translationXerror,M5.translationYerror,M5.rotationXerror,M5.rotationYerror
10,2.25,0.01,100,1,300000.0,-0.0004637082070013329,-0.0010229801609019135,-0.00021017070750347852,-0.0027927703996593616,-0.0002699729914716246,0.0004708683689129408,-0.0013436362310696936,-0.0007136754906336249,-0.0003632055513860594,0.0003789057301453447,-0.0021639928418669373,-0.0026449608362181503,5.137817615911988e-05,0.00013134228256539491,-0.0027858030232243485,0.0019877266636257373,7.54683023001815e-05,-0.00036940084470530866,0.0025035574097186522,0.0004103164762886088,-0.0002668879958938039,0.00014420953968058555,0.002627326794063187,-6.0496935856741655e-05,-0.00010429876422058038,-0.00035006488188174805
11,2.25,0.01,100,1,300000.0,0.0020614228722632445,-0.0007366823236812097,0.0003408860557385968,-0.002617559309994645,-0.00030743847634534874,-8.314292679738599e-05,0.0028781796502762086,0.002748809265999459,0.0003237344661641499,-0.0002718178606810629,0.0013677243233236542,-0.0020277359464125765,0.0002444365017535079,-6.765672488801347e-06,-0.001718017922749635,0.0020367481702610758,0.00020716356148750364,-0.00026445240662547,0.0013688613342486382,-0.002285019788784184,-0.00017683101128354697,0.00026457399042923574,0.0022431563843673067,0.0015956249826110961,-0.0001730905770822059,6.136260156657414e-05
12,2.25,0.01,100,1,300000.0,-0.0023341942480047833,-0.00043190371432063213,-0.0017409043722961838,-0.0022639483020805077,0.00015250569031074915,9.207665097363141e-05,0.002798229122615613,0.001451598950969914,-0.00011792970682875071,-0.00035630325525095306,0.00043870281628162564,0.00041006920135603503,0.00038391927806734176,0.0003634067599092871,8.260504325512553e-05,-0.0019893565573670313,-0.00011826401494348648,-0.0001299301847246833,-0.000532014622946803,0.0011276147554902735,-0.00027171238453362246,-0.00021762475337125874,0.00019865630203515705,-0.0016823934357996667,0.0004498085929694204,-0.0003349059488046047
13,2.25,0.01,100,1,300000.0,0.002098525993443676,0.0015521676195673333,-0.0009019902954833375,-0.0015652142707070409,0.00010638698597487985,0.00045785753857829957,-0.0018138814214738019,-0.002064330191031513,-0.00045173183927603254,-8.821702006896138e-05,-0.002387746802790865,-0.0023033525068426714,0.0004906993935612171,7.595966114833422e-05,-0.00017879088162105856,0.002934145021762074,-0.0002838806460365147,-0.00039900745572600527,-0.0001370834333446918,0.001468200024846678,0.00013635452906487155,0.00036282204151109085,-0.00226779085649631,0.0006728316540154607,0.00010788247756964432,0.00023014117290651246
14,2.25,0.01,100,1,300000.0,-0.0003727192964057594,-0.0011003275439069233,-0.0015691926064709389,-7.891602079811199e-05,2.4140931248059863e-05,-2.1147740110597163e-05,0.000984888698325792,0.0007250225362189166,-0.00037388414132172635,-0.0004561458112446202,-0.0003304301059701459,-0.0025059862984164053,-8.866571277510438e-05,0.00022891168627765237,-0.0006072728472008228,0.000213773714740064,-0.00024154447049388626,0.00028387680889050435,0.0020190507848157806,-0.00016921896078454573,-0.00041221823695799923,-0.00030985655456861353,2.3700663701671076e-05,-0.002741496636458821,5.90879322239985e-05,0.0002616574820415295
15,2.25,0.01,100,1,300000.0,0.0028042774570312696,0.0006674954239604637,-0.0006547404027205336,-0.0007371543525067654,0.00014588933539418157,-2.887411441779129e-05,0.002709320398700199,0.0020517784237791548,0.00042770148510537574,0.0002785625855336631,0.00036977436627400224,0.0011224435434092064,-0.00024444911957482795,0.0003766478108179664,0.0011134090284749577,0.001602265103212072,0.00026567575002825114,-0.0001583667233851653,-0.0015518956545884823,0.00013645772651001316,-0.00036952691772543515,0.00041926643232207946,-6.285849795808606e-05,9.87399070270247e-05,-0.0001969793854667049,-0.0004242035248839742
16,2.25,0.01,100,1,300000.0,0.0017327596338349467,-1.4383864293665907e-05,-0.0022742297631182565,0.00021111316942339867,0.00018871262151822984,0.0002195897749349687,-0.002429074991325036,0.00156517731389822,-3.475403631214948e-05,-0.00034850099125972834,-0.002753226422428183,0.0011498020629379813,-0.00014962607399971226,-0.0004158666168806728,0.0021835917374227916,1.0331673454509315e-05,-0.00038006568862604916,-0.0004981074405700196,0.0012150642152381902,-0.002578359437069664,-0.0001629297921647289,0.00018279387663576994,-0.0009840352954084814,0.002557135236843331,0.00044801964973339656,0.00030227330974966085
17,2.25,0.01,100,1,300000.0,-0.0017055838374978806,-0.0028646330994640218,-0.002508323875606548,-0.002279772657474671,-0.00014902129123894826,0.00044339335392263126,-0.000976384818920146,-0.0010407433950998537,0.00041167434186778885,0.0003319987293371511,0.0017330261478094916,0.00029953484961036704,0.00013900302814225313,0.0003180281052480487,0.0025779011793995643,2.476649884029791e-07,-0.0004682074579301346,8.128928115723542e-05,-0.0005777931376898904,-0.002261321046802758,0.0003835752706793453,-3.3386388976479385e-05,0.00035535443561019895,-0.0015747192504633385,0.00011784949881542782,0.0001392898119230414
18,2.25,0.01,100,1,300000.0,0.0006957442000193412,0.0005226758618016715,-0.0021597242980168387,-0.0009833852252101555,-0.00010071417431672036,-4.533648096671604e-05,0.0021400605238849216,-0.0004562808764054312,0.00028314209065979543,-0.00022639702678289755,0.0028373088455168035,-0.0002571039409497793,-0.00038200139192872063,8.698677809664424e-05,-0.0020540758981421096,0.0019245886025106799,-9.226451097063646e-05,0.0003051073138748279,0.002574279968814484,0.0018495335825805684,0.0004538278577963618,0.0002902333735223774,0.0029857336038466263,0.0015711202375928027,-0.0003971133359001896,-0.00037144648741681963
19,2.25,0.01,100,1,300000.0,-0.002404620614330618,0.0029520694382729994,0.0017659761626596,-0.0027005065957831594,0.0004531386983994065,-0.00048796419240955337,-0.0025101239134570352,-0.0004790075380990853,0.0003746462503165022,-0.00013964052913793059,-0.001278493159689733,-0.0025750002366839446,0.0003462865565169896,0.00039314136882381584,-0.002804061632525016,-0.001128767737641493,-0.00023995178192260015,-0.00021506393239174984,-0.0024936262264394927,-0.0023988553956804702,0.00021314217083150946,0.0003394459624477843,-0.0018393404996915458,-0.0015649306389906748,3.6618050873175336e-05,0.00043128772324408336
20,2.25,0.01,100,1,300000.0,0.001307307925853051,-0.0007601049357212528,-0.0019607382712277088,-0.0019621948837167387,-0.0002832326320967353,-0.00035292129240232795,-0.0021729178341155834,0.0015551317752279196,3.935371457132041e-05,0.0004172952918223763,0.0004517158425475674,-0.0023929747760432518,0.00047501392168096076,0.00020609152105486325,0.002217953698124983,-0.0020722438955073654,5.8665023337539754e-05,0.0004081835251736899,0.0001306829575196053,-0.0017309633441161822,0.0002797563751220785,-0.0004064762277361769,0.0006189583613153389,-0.002559707642731624,-0.00014665207675319927,-0.00018559489615937
21,2.25,0.01,100,1,300000.0,-7.97926188439808e-05,-0.0004346101729115681,0.002417626545830362,-0.0004329071609347353,-0.0003960206380202762,0.0003713248419308459,0.002988405448431048,-0.00017269636868787186,-0.00037879532034221897,0.0004181597622742129,-0.002962284499598394,0.0007884826534713448,0.00016077705349748744,0.00026002858141828996,-0.0012334666208338783,0.0015848325311444292,8.340807257913203e-05,-0.00015091681349522644,-0.0019732359669571765,0.0011900845076434716,-0.00021276516315393292,-0.00034954694773934404,0.0008548339821990132,-0.00276115913013764,-0.0004785845080002087,-0.00039013535881728427
22,2.25,0.01,100,1,300000.0,-0.00012720497316848428,0.0028024954872760237,-0.0016607209329958124,-0.0005196344732094496,0.00046471801924909606,-0.00010995665821338709,0.0017272661035763921,-4.912631814193427e-05,-0.00013140274339851134,-0.00015915257966383703,0.0017831658133813212,0.0017918121775575922,0.00027080132947831983,-0.00021095082531222476,0.0019043713595317735,0.0015528683172530257,-0.00025696592782110104,9.082960446521145e-05,0.00012923212993020197,-0.0014726389078125815,-0.0004337275400911028,0.00013483297070582896,0.0009334808414235823,0.0027431525622364566,-0.0001945310877132006,-0.00031164350322809256
23,2.25,0.01,100,1,300000.0,0.0022578469878528143,-0.002859196648232546,-0.0015579100015183905,-0.001741601090304307,-0.00019858663438271552,-0.00027225703040554075,0.0022452751177938404,0.001411906501676852,-1.946864683032999e-05,-0.00014204338228709804,-0.0006000031185089908,-0.0009370670699845804,-0.00013203015343129663,-8.432927638320708e-06,-0.0029104542419173818,0.0007842049507584283,0.00014254175204966217,0.0004181539739931783,0.002006693426757063,0.0028562274962330913,-0.00036965890555149607,-0.0002766420908402548,-0.001891351178959859,0.0007866037823509218,-0.0003040450122361679,-0.0003235746680923172
24,2.25,0.01,100,1,300000.0,-0.0023699943394709694,-0.0017120581633644075,-0.00014499349528989932,-0.0007074894129392014,-1.848825017430379e-05,-0.00031872281108910995,0.0028651298011285508,0.0011674604552005374,0.000407598626835802,0.00028159928778457807,0.0013263419908710675,-0.0002687804664396878,0.0003721155388625378,-0.0001859978891615228,-0.002401759276548014,-0.0025456239300718003,0.00022092526863887695,-0.000345551715919766,0.0020838234974929204,0.001001478960771754,-0.00010283518082097675,0.000253822400889875,-0.002638202045125764,-0.0009208280822345727,-0.0004670351543693948,0.000278408468999612
25,2.25,0.01,100,1,300000.0,0.0013835389190983722,0.000922031443287917,-0.0026704304007042078,-0.0007978613387945722,9.606667623111278e-05,-0.00013914435169272508,0.001380875974832746,-0.0018731028435724558,0.0003362258041251443,-0.00020735424335254025,-0.0015781027019907052,0.0001601671810342654,0.00024888685281698633,-0.000404323848150741,0.001552409596136721,-0.0006587253596150766,-0.00035909650609470867,-0.00030288532303320524,-0.001304092697601803,0.002194149712621837,-0.0001506631103142522,-0.0003956423631993078,0.0016641830192510674,-9.934638109397988e-05,0.00032681923477764763,0.00026913922111661097
26,2.25,0.01,100,1,300000.0,-0.0018419314115948576,-0.0025501414525485105,-0.0003574146962848669,0.0013999814077621485,-0.0002787226616235732,-0.0004991714211097323,0.0029404839446385772,0.0003487182471767587,0.0003079183790362246,0.00040368215964605,-0.0015093094712396908,0.0019882644945139515,0.00010504601475327057,-0.00018954379377064803,0.00183492071815457,0.00033259724862474624,0.0002697770147629588,-0.0001236116719989667,0.0013850502227953669,0.0013129470585709502,0.0004058195147372246,0.00046333991902080445,-0.0010388168651962472,-0.0016031160977081544,-0.0004940546779565907,0.0003761209977781669
27,2.25,0.01,100,1,300000.0,0.002031967791113743,-0.0013111562055099744,0.0003388696699855999,0.002259518503301871,-0.00012840165379467518,0.0004998904218557905,-0.0009074384306100467,0.00040521158946772023,0.00048385215365260355,0.00035474200629318116,-0.0007124549608757908,0.0017667964716180712,-0.00023143198309137072,-5.228883875630952e-05,0.00045927754032174493,0.0011522332796854605,-6.500871675054197e-05,-3.611868501400252e-05,-0.00038449921744731315,0.0007367706282599513,-0.00032702485191171704,-0.0001682257571655471,0.0003788078655203339,-0.0010184039841839472,0.00044240116509575264,0.00033060955094889875
28,2.25,0.01,100,1,300000.0,0.001976085987176847,-0.0006330350801705921,-0.002447125299207668,0.0022221304084339083,-0.00013934167590400602,0.00048361388384853985,-0.0006127346596288656,7.441708380928917e-05,0.0002895026282485728,3.776748553414129e-05,-0.0029175543279848022,0.0009008600165255282,0.00042194060323691863,0.00047664456588404364,0.002292373559582758,0.0028512081354692574,-0.00022507823295072037,0.00037304167493256216,-0.002113393152869596,-0.0025157700617193628,-0.00048094543656350766,0.00021178277576294714,-0.0014810821516328433,0.0021972544436449663,0.00037186968041394495,0.000355035685211278
29,2.25,0.01,100,1,300000.0,-0.0007979431821153061,0.0024233177845314844,0.0005879554362586961,-0.002834013313167359,-0.0003701961467842071,0.00017836492146047138,0.0016725625918140039,-0.0017656881569749947,-7.209366540742378e-05,0.00015927585284205344,0.0008546013446680861,0.0004574889381506286,-1.2511784931765408e-05,-0.0003416543597654421,0.0020606625498720277,-0.00011171647045466653,-0.00043606162555698356,0.00026095525128436853,-0.0023336935321061443,0.0006080124136176,-8.422627840187937e-05,0.0003445397237746701,-3.3670345583635894e-05,0.0027696805659828206,6.711257914297514e-06,-0.00015204087109324158
30,2.25,0.01,100,1,300000.0,0.0025747470508042545,-0.0006649499503832744,-1.0791731875240546e-05,0.0028565800375646606,-0.00012367801668361722,0.00038133011737086903,0.0027794796741678245,0.0018615578524028877,-8.227401864105508e-05,-0.00017016111087942288,0.0018920145939926277,-0.0026642936930494597,1.6542107220923036e-05,-0.00035032814362674733,0.0013044029480495795,0.0028051089913829702,0.0004856580890378534,-0.0003075026523168585,0.0026692279133802514,-0.001695431788340429,0.0004506261956684426,5.168076051039361e-05,-0.0005927637901666275,0.002926030940642965,1.6682692808068686e-05,-5.324003520516227e-05
31,2.25,0.01,100,1,300000.0,0.0003647082511622794,-0.0020893357018457767,-0.0028882574469481794,-0.00033100837374627854,-0.0003597009738269652,-0.0003121765675932242,0.0009583838197653287,0.0011327709652983577,-0.00039811317461788267,-0.00023316223312659412,0.002176707903679913,0.000550448508544063,3.5691993811105154e-05,-0.00032730855361728115,0.0002286565931359317,-0.0020719043883007946,0.00042018733872771356,2.7205284377990538e-05,-9.472602356108955e-05,-0.00013162509704443479,-8.925025415026857e-05,0.0004532910805765372,0.0017211187781638057,0.0004086845818218215,0.00018344127471084804,-0.0003077987267860469
32,2.25,0.01,100,1,300000.0,0.0007860406243493912,-0.002719028747774041,-0.0006322513301189143,-0.001595790023645208,-0.00047255373354136276,-0.00016819213204510597,-0.0026931634596110894,0.002122165665739576,-0.0004085814978258879,0.0002535487298498553,0.002647611243027032,0.00019691754768543217,-0.0003649390993260566,0.0004887989973596592,-0.0002739713780183944,0.002857657751692209,-0.0004638032227868937,0.00016423437803046097,-0.0005500331620872235,-0.0015983941512814938,-0.00012222710044111726,-6.964616115001166e-05,0.0001560916121396711,0.0011937322604863672,-0.00024109386051976547,-0.00047689581795807656
33,2.25,0.01,100,1,300000.0,-0.002822225428660818,0.001291131322971561,0.001347284757566486,0.0008135437729086029,0.00013745171163655147,-0.0001174905775262789,0.0009606004164239759,-0.0001376528594494832,-0.00044094522109450917,0.0004505270696660346,-0.0023643996109232253,0.0028482584137358748,5.2833896095314556e-05,-0.0002825759922006492,-0.0015966727415722517,-0.0011047518106526385,-5.475736384580012e-05,0.00034230260382992557,-0.0009062954311121999,-0.0019443981954625617,-2.4239846228213055e-06,0.00010287345042238143,0.0003322073354227748,0.002722134658844494,0.00010243057597250312,-0.0004497029315205331
34,2.25,0.01,100,1,300000.0,0.0007979325856364,0.0010811575691478852,-0.0011642724059121197,0.0027153791763287983,0.00019150737388352304,-0.00021643702972325184,0.0025363732012132056,-2.9946540618178575e-05,-0.00046159801673782876,-0.0003365560936011678,-0.00039842363554626293,0.0005339756406966159,3.0192624068500176e-05,0.00022337085451793338,-0.00040505205840848024,-0.002480835107829077,-9.71594976734189e-05,-0.0002322584589914116,-0.0014100260485677481,0.002516392812092815,-0.00015934541505933632,-0.0003127908592398147,-0.0016257999508469086,-0.0021409006042057274,0.0004247740301735423,0.00013611222211513355
35,2.25,0.01,100,1,300000.0,4.5278943121494254e-05,-0.001043409343195665,-0.0008650577006766068,-0.0008258892259107014,-0.00020248920138608975,-0.0004133124308242161,-3.5634095816957766e-05,0.002337318856508109,0.00038575903436819433,-0.00023828952367801326,-0.0013627732832406437,-0.0019625630286982665,0.00019660495011652123,-0.00036948283539134656,0.0013401986393298364,-0.0015967835102003044,0.00043654885769770695,0.00046153696667315105,-8.181196538077206e-05,0.001865131587751789,4.174469565958281e-05,-0.0002992176636822097,0.00029300744805286615,0.0017101834089613402,-0.0002529385708543863,-3.268797363515264e-05
36,2.25,0.01,100,1,300000.0,0.0019145830708081867,-0.0005375580289593306,-0.00128112265407679,0.000294163855521618,0.0003503854853749011,3.2005325822565965e-05,0.0026801350061140114,0.0018031550999143787,-0.00016513636299888168,0.0004477588922375675,-0.0017334804665275615,-0.002289555978869116,0.00021651783290026606,0.0004418817872039084,-0.00130098709842216,-0.002220270322830404,-0.0004958227529850304,-0.0001651236801375372,-0.0022994381924888335,-0.0027149979234939005,-0.0004899650171877315,-0.00015810262067377412,0.002479448935340139,-0.0021511956105761693,-0.00041918031748453113,0.0004899626073285445
37,2.25,0.01,100,1,300000.0,-5.530370915767576e-05,0.00044760990824732746,-0.0021540382516885455,0.002484608858649663,-0.0002682269222074211,0.00023797215300069851,0.002768726255525148,0.0015394327597578134,4.3501900945532414e-05,0.0004230283324000005,-0.00022155121633063261,-0.00031888526284168774,0.0004862994876676707,-0.0003632563178994093,0.0014216108364543253,-0.0019430102557606533,0.00013389050474538818,0.00030501300445379175,0.000836485721313261,-0.001033347686683843,-0.00016812640076837595,-0.0001062516554732149,-0.0015896040286124272,-0.0011046110824349488,0.000406306755797332,-0.00028896217475428876
38,2.25,0.01,100,1,300000.0,-0.0026004221417418472,0.002284932772467288,-0.002395032360435211,-0.00044456749163781367,0.0002443020908045435,0.00023191530699176726,0.0020513832762037365,0.002020401723495272,0.00021028310136132365,0.00042000492028687034,-0.00020492646291482,-0.0018734499855533066,0.00011158180120605173,0.000421919497279308,-0.0007575695392753766,-0.0005607662085820191,-0.00044690411203682944,-0.00017944822728539192,7.925114991332071e-05,-0.0004318201551272295,-1.8480170365347778e-05,0.0002199816676552249,-0.00029122700708268537,0.0029580467702501013,-0.00014112404944222436,-0.00014094536561794912
39,2.25,0.01,100,1,300000.0,0.0016954086035665065,-0.0027887678623166687,-0.0010759674013818945,-0.0018359269760041775,0.00039908070233960163,-0.0001246383768913849,0.001032744462718952,-0.00031737024096370253,-0.0003322632982552832,-0.00023532687437578158,0.0021418534444902918,-0.0019312897622335132,-0.0001805850510612874,9.553001807109164e-05,0.0008430886629883418,-0.0004520284512707154,5.003000438983925e-05,3.3167766913920786e-05,0.0023249556429545725,0.0021981864425244446,-0.00040981893430047493,-3.4802797857971595e-05,0.0027987346255616396,0.0005887967624482885,-0.00031210299905323736,0.0002381658781712494
40,2.25,0.01,100,1,300000.0,-0.00020808659432809727,-0.002275787053661313,-2.6279620257850436e-05,-0.0023981622844413287,0.00038756390045588515,-0.00031338984473227953,-0.0011011356819415447,0.0016345241611419106,-0.00031850434833057006,0.0004576767148290157,-0.0015058403474218364,-0.00193019744911898,-4.144456924665141e-05,0.00038715536235427216,0.002787105529386843,-0.0025229335746875486,0.0001349297964118488,0.000168070394571886,0.0006336217208580044,0.001014436797506635,0.00033452467427824055,0.0003138410968002022,0.002562437956778619,-0.0019004448965907177,4.591968915083227e-05,0.000302867592767369
41,2.25,0.01,100,1,300000.0,-0.0016421700047385163,0.0015588016214071986,-0.0013181074540158,-0.002495482195030451,0.00029647807666119636,-0.00019602636300550768,0.002965173319251874,-0.0018051951852384263,0.00019743020142012435,-0.00048644582719835285,0.0015427101404458686,0.00145550477132357,0.00025542167591327146,-0.00015939534773904053,-0.0001347843637007776,0.002569267259176478,2.165607207674225e-05,-0.00026530682171037627,-0.0015180170997754704,0.001344501292135319,-0.0003016627893167736,-0.00048548799423332,0.0017938654851961658,-0.001396162996559681,0.00013269931894937528,-5.987445035275608e-05
42,2.25,0.01,100,1,300000.0,-0.0027604696128550573,0.0013268349956553228,0.0022320745507000096,0.0007469998267632394,-0.0004929892755224083,0.0002493164797262564,0.002581996800087997,-0.001121475106024269,-7.466544781144956e-05,0.0002202357293683621,0.0028311871249575675,0.0016549393430856062,-0.0004087067806168916,-0.0004393118799685213,-0.0021730812210844753,-0.001941724833280811,0.00036086048041967253,-0.00042627099555682944,-8.113854406813009e-05,0.002516090049034571,-5.316512542599683e-05,0.00047620910027543033,-5.095926428511262e-05,0.0015374368111880487,0.0003005961339378805,-0.0004539974295944411
43,2.25,0.01,100,1,300000.0,0.002969317273462538,-0.0027849953543086603,0.00217259634061578,0.0011235945635489943,0.0003779624652768389,-0.0003413039153385987,-0.0029886463440346547,-0.0005178771676263546,0.00035627441245645697,0.00024990894793439696,0.0021141692477704126,0.0027362674536821324,8.25592592815402e-05,-0.00012957790443734432,-0.001775212114118933,-0.00041216643188112054,0.00041079814613640255,-9.119442836932955e-05,0.002382368501573592,-0.00039727137944540244,9.371156894886828e-05,-6.913571335361767e-05,-0.001814305042024879,-0.0012455191938546698,0.0002986979361088697,-0.0004966143259443555
44,2.25,0.01,100,1,300000.0,-0.00025716032649538215,-1.1989797687673737e-05,0.001497565546707106,-0.0021524918037290996,0.00010988393110266564,7.244901068958272e-05,0.0014647509154714113,0.0024178360925937543,-5.531010373208589e-05,-0.0004137258757105662,-0.002106080245572714,-0.0028726461479735687,0.0003986494763310028,-0.00016699478653219913,-0.00013725466257370322,0.0016586282063471005,-0.0003706491837433206,-0.0003785935790245938,-0.001993916033404398,-0.0006409780383456096,0.0002209282039895529,0.0002751620581893593,-0.002959104610258273,-0.002231827320609718,0.0004089053687587965,-0.0004393381160592852
