Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor
400,0.02,4500,100000.0,17.15,2.43,0.81,2.036790702315149
401,0.02,4510,100000.0,17.15,2.43,0.81,2.035077341727108
402,0.02,4520,100000.0,17.15,2.43,0.81,2.0521999273376843
403,0.02,4530,100000.0,17.15,2.43,0.81,2.05047305406465
404,0.02,4540,100000.0,17.15,2.43,0.81,2.048752337202054
405,0.02,4550,100000.0,17.15,2.43,0.81,2.047037742076985
406,0.02,4560,100000.0,17.15,2.43,0.81,2.0453292342855085
407,0.02,4570,100000.0,17.15,2.43,0.81,2.0436267796900447
408,0.02,4580,100000.0,17.15,2.43,0.81,2.061124000338705
409,0.02,4590,100000.0,17.15,2.43,0.81,2.0594076767000606
410,0.02,4600,100000.0,17.15,2.43,0.81,2.0576973882359955
411,0.02,4610,100000.0,17.15,2.43,0.81,2.0559931014083284
412,0.02,4620,100000.0,17.15,2.43,0.81,2.054294782935562
413,0.02,4630,100000.0,17.15,2.43,0.81,2.052602399790543
414,0.02,4640,100000.0,17.15,2.43,0.81,2.070488894600847
415,0.02,4650,100000.0,17.15,2.43,0.81,2.068782283462565
416,0.02,4660,100000.0,17.15,2.43,0.81,2.067081592201494
417,0.02,4670,100000.0,17.15,2.43,0.81,2.06538678835234
418,0.02,4680,100000.0,17.15,2.43,0.81,2.063697839695049
419,0.02,4690,100000.0,17.15,2.43,0.81,2.0820094219590546
420,0.02,4700,100000.0,17.15,2.43,0.81,2.0803058642518506
421,0.02,4710,100000.0,17.15,2.43,0.81,2.078608148453966
422,0.02,4720,100000.0,17.15,2.43,0.81,2.0769162428781858
423,0.02,4730,100000.0,17.15,2.43,0.81,2.07523011607404
424,0.02,4740,100000.0,17.15,2.43,0.81,2.073549736825884
425,0.02,4750,100000.0,17.15,2.43,0.81,2.0922824048653323
426,0.02,4760,100000.0,17.15,2.43,0.81,2.090587048593766
427,0.02,4770,100000.0,17.15,2.43,0.81,2.0888974289726074
428,0.02,4780,100000.0,17.15,2.43,0.81,2.08721351528544
429,0.02,4790,100000.0,17.15,2.43,0.81,2.0855352770428066
430,0.02,4800,100000.0,17.15,2.43,0.81,2.083862683979663
431,0.02,4810,100000.0,17.15,2.43,0.81,2.082195706053437
432,0.02,4820,100000.0,17.15,2.43,0.81,2.101345512421525
433,0.02,4830,100000.0,17.15,2.43,0.81,2.099663205914465
434,0.02,4840,100000.0,17.15,2.43,0.81,2.0979865061654563
435,0.02,4850,100000.0,17.15,2.43,0.81,2.096315383594756
436,0.02,4860,100000.0,17.15,2.43,0.81,2.094649808838003
437,0.02,4870,100000.0,17.15,2.43,0.81,2.092989752743823
438,0.02,4880,100000.0,17.15,2.43,0.81,2.1125952907434584
439,0.02,4890,100000.0,17.15,2.43,0.81,2.1109195285666837
440,0.02,4900,100000.0,17.15,2.43,0.81,2.10924927884681
441,0.02,4910,100000.0,17.15,2.43,0.81,2.107584512866436
442,0.02,4920,100000.0,17.15,2.43,0.81,2.105925202114501
443,0.02,4930,100000.0,17.15,2.43,0.81,2.10427131828418
444,0.02,4940,100000.0,17.15,2.43,0.81,2.124351438212875
445,0.02,4950,100000.0,17.15,2.43,0.81,2.1226814641006047
446,0.02,4960,100000.0,17.15,2.43,0.81,2.121016912799301
447,0.02,4970,100000.0,17.15,2.43,0.81,2.1193577564086583
448,0.02,4980,100000.0,17.15,2.43,0.81,2.117703967226822
449,0.02,4990,100000.0,17.15,2.43,0.81,2.116055517747752
450,0.02,5000,100000.0,17.15,2.43,0.81,2.114412380660032
451,0.02,5010,100000.0,17.15,2.43,0.81,2.1349651521228017
452,0.02,5020,100000.0,17.15,2.43,0.81,2.133305558235601
453,0.02,5030,100000.0,17.15,2.43,0.81,2.1316512748390832
454,0.02,5040,100000.0,17.15,2.43,0.81,2.130002274998483
455,0.02,5050,100000.0,17.15,2.43,0.81,2.1283585319675447
456,0.02,5060,100000.0,17.15,2.43,0.81,2.1267200191866475
457,0.02,5070,100000.0,17.15,2.43,0.81,2.125086710281257
458,0.02,5080,100000.0,17.15,2.43,0.81,2.146132496161223
459,0.02,5090,100000.0,17.15,2.43,0.81,2.1444823579328576
460,0.02,5100,100000.0,17.15,2.43,0.81,2.1428374237900423
461,0.02,5110,100000.0,17.15,2.43,0.81,2.141197667707164
462,0.02,5120,100000.0,17.15,2.43,0.81,2.139563063838088
463,0.02,5130,100000.0,17.15,2.43,0.81,2.13793358651488
464,0.02,5140,100000.0,17.15,2.43,0.81,2.13630921024577
465,0.02,5150,100000.0,17.15,2.43,0.81,2.1578694906072515
466,0.02,5160,100000.0,17.15,2.43,0.81,2.156227905515004
467,0.02,5170,100000.0,17.15,2.43,0.81,2.15459142370749
468,0.02,5180,100000.0,17.15,2.43,0.81,2.152960020016001
469,0.02,5190,100000.0,17.15,2.43,0.81,2.1513336694430585
470,0.02,5200,100000.0,17.15,2.43,0.81,2.149712347160856
471,0.02,5210,100000.0,17.15,2.43,0.81,2.148096028510085
472,0.02,5220,100000.0,17.15,2.43,0.81,2.1701934780522643
473,0.02,5230,100000.0,17.15,2.43,0.81,2.1685595631218515
474,0.02,5240,100000.0,17.15,2.43,0.81,2.16693065599338
475,0.02,5250,100000.0,17.15,2.43,0.81,2.1653067323060635
476,0.02,5260,100000.0,17.15,2.43,0.81,2.163687767862611
477,0.02,5270,100000.0,17.15,2.43,0.81,2.162073738628105
478,0.02,5280,100000.0,17.15,2.43,0.81,2.160464620728199
479,0.02,5290,100000.0,17.15,2.43,0.81,2.183123192914991
480,0.02,5300,100000.0,17.15,2.43,0.81,2.1814960823275507
481,0.02,5310,100000.0,17.15,2.43,0.81,2.179873889112677
482,0.02,5320,100000.0,17.15,2.43,0.81,2.1782565896718724
483,0.02,5330,100000.0,17.15,2.43,0.81,2.176644160563192
484,0.02,5340,100000.0,17.15,2.43,0.81,2.1750365784996397
485,0.02,5350,100000.0,17.15,2.43,0.81,2.173433820347859
486,0.02,5360,100000.0,17.15,2.43,0.81,2.171835863127181
487,0.02,5370,100000.0,17.15,2.43,0.81,2.195057681662745
488,0.02,5380,100000.0,17.15,2.43,0.81,2.1934413562002613
489,0.02,5390,100000.0,17.15,2.43,0.81,2.191829839611644
490,0.02,5400,100000.0,17.15,2.43,0.81,2.1902231091679063
491,0.02,5410,100000.0,17.15,2.43,0.81,2.188621142288353
492,0.02,5420,100000.0,17.15,2.43,0.81,2.187023916539372
493,0.02,5430,100000.0,17.15,2.43,0.81,2.185431409633304
494,0.02,5440,100000.0,17.15,2.43,0.81,2.183843599427047
495,0.02,5450,100000.0,17.15,2.43,0.81,2.207654841212306
496,0.02,5460,100000.0,17.15,2.43,0.81,2.2060482782466675
497,0.02,5470,100000.0,17.15,2.43,0.81,2.2044464217435324
498,0.02,5480,100000.0,17.15,2.43,0.81,2.202849249789439
499,0.02,5490,100000.0,17.15,2.43,0.81,2.201256740611648
500,0.02,5500,100000.0,17.15,2.43,0.81,2.199668872577446
501,0.02,5510,100000.0,17.15,2.43,0.81,2.19808562419252
502,0.02,5520,100000.0,17.15,2.43,0.81,2.196506974100088
503,0.02,5530,100000.0,17.15,2.43,0.81,2.220935345818111
504,0.02,5540,100000.0,17.15,2.43,0.81,2.219337548350787
505,0.02,5550,100000.0,17.15,2.43,0.81,2.2177443606827376
506,0.02,5560,100000.0,17.15,2.43,0.81,2.216155761666081
507,0.02,5570,100000.0,17.15,2.43,0.81,2.2145717302868846
508,0.02,5580,100000.0,17.15,2.43,0.81,2.212992245664049
509,0.02,5590,100000.0,17.15,2.43,0.81,2.2114172870486306
510,0.02,5600,100000.0,17.15,2.43,0.81,2.209846833822088
511,0.02,5610,100000.0,17.15,2.43,0.81,2.2349216867099795
512,0.02,5620,100000.0,17.15,2.43,0.81,2.233331680238201
513,0.02,5630,100000.0,17.15,2.43,0.81,2.231746192339633
514,0.02,5640,100000.0,17.15,2.43,0.81,2.2301652025855385
515,0.02,5650,100000.0,17.15,2.43,0.81,2.228588690674746
516,0.02,5660,100000.0,17.15,2.43,0.81,2.227016636432704
517,0.02,5670,100000.0,17.15,2.43,0.81,2.225449019810519
518,0.02,5680,100000.0,17.15,2.43,0.81,2.2238858208837056
519,0.02,5690,100000.0,17.15,2.43,0.81,2.249638276094136
520,0.02,5700,100000.0,17.15,2.43,0.81,2.2480551056091693
521,0.02,5710,100000.0,17.15,2.43,0.81,2.246476367622929
522,0.02,5720,100000.0,17.15,2.43,0.81,2.244902042382723
523,0.02,5730,100000.0,17.15,2.43,0.81,2.243332110257481
524,0.02,5740,100000.0,17.15,2.43,0.81,2.241766551736876
525,0.02,5750,100000.0,17.15,2.43,0.81,2.2402053474302512
526,0.02,5760,100000.0,17.15,2.43,0.81,2.238648478065668
527,0.02,5770,100000.0,17.15,2.43,0.81,2.237095924489215
528,0.02,5780,100000.0,17.15,2.43,0.81,2.2635342908510423
529,0.02,5790,100000.0,17.15,2.43,0.81,2.261961369260056
530,0.02,5800,100000.0,17.15,2.43,0.81,2.2603927798662564
531,0.02,5810,100000.0,17.15,2.43,0.81,2.25882850366865
532,0.02,5820,100000.0,17.15,2.43,0.81,2.2572685217816804
533,0.02,5830,100000.0,17.15,2.43,0.81,2.25571281543406
534,0.02,5840,100000.0,17.15,2.43,0.81,2.2541613659679136
535,0.02,5850,100000.0,17.15,2.43,0.81,2.252614154837579
536,0.02,5860,100000.0,17.15,2.43,0.81,2.251071163609536
537,0.02,5870,100000.0,17.15,2.43,0.81,2.278229842317157
538,0.02,5880,100000.0,17.15,2.43,0.81,2.2766660734228883
539,0.02,5890,100000.0,17.15,2.43,0.81,2.2751065423809465
540,0.02,5900,100000.0,17.15,2.43,0.81,2.2735512308935437
541,0.02,5910,100000.0,17.15,2.43,0.81,2.272000120772465
542,0.02,5920,100000.0,17.15,2.43,0.81,2.270453193937367
543,0.02,5930,100000.0,17.15,2.43,0.81,2.2689104324157943
544,0.02,5940,100000.0,17.15,2.43,0.81,2.2673718183420597
545,0.02,5950,100000.0,17.15,2.43,0.81,2.295312739726749
546,0.02,5960,100000.0,17.15,2.43,0.81,2.293752886612021
547,0.02,5970,100000.0,17.15,2.43,0.81,2.2921972003649644
548,0.02,5980,100000.0,17.15,2.43,0.81,2.290645663241448
549,0.02,5990,100000.0,17.15,2.43,0.81,2.2890982576018
550,0.02,6000,100000.0,17.15,2.43,0.81,2.287554965910078
551,0.02,6010,100000.0,17.15,2.43,0.81,2.286015770733267
552,0.02,6020,100000.0,17.15,2.43,0.81,2.2844806547404937
553,0.02,6030,100000.0,17.15,2.43,0.81,2.313243484334953
554,0.02,6040,100000.0,17.15,2.43,0.81,2.3116866502588485
555,0.02,6050,100000.0,17.15,2.43,0.81,2.310133916227808
556,0.02,6060,100000.0,17.15,2.43,0.81,2.308585265019038
557,0.02,6070,100000.0,17.15,2.43,0.81,2.3070406795100484
558,0.02,6080,100000.0,17.15,2.43,0.81,2.30550014267716
559,0.02,6090,100000.0,17.15,2.43,0.81,2.3039636375958352
560,0.02,6100,100000.0,17.15,2.43,0.81,2.302431147438875
561,0.02,6110,100000.0,17.15,2.43,0.81,2.300902655476677
562,0.02,6120,100000.0,17.15,2.43,0.81,2.2993781450756914
563,0.02,6130,100000.0,17.15,2.43,0.81,2.2978575996983155
564,0.02,6140,100000.0,17.15,2.43,0.81,2.3274061248208118
565,0.02,6150,100000.0,17.15,2.43,0.81,2.325863479916027
566,0.02,6160,100000.0,17.15,2.43,0.81,2.324324822308006
567,0.02,6170,100000.0,17.15,2.43,0.81,2.322790135550586
568,0.02,6180,100000.0,17.15,2.43,0.81,2.3212594032918408
569,0.02,6190,100000.0,17.15,2.43,0.81,2.3197326092727617
570,0.02,6200,100000.0,17.15,2.43,0.81,2.3182097373270403
571,0.02,6210,100000.0,17.15,2.43,0.81,2.3166907713798968
572,0.02,6220,100000.0,17.15,2.43,0.81,2.315175695447904
573,0.02,6230,100000.0,17.15,2.43,0.81,2.313664493637853
574,0.02,6240,100000.0,17.15,2.43,0.81,2.34406794071432
575,0.02,6250,100000.0,17.15,2.43,0.81,2.3425342024549995
576,0.02,6260,100000.0,17.15,2.43,0.81,2.341004361946401
577,0.02,6270,100000.0,17.15,2.43,0.81,2.3394784033737257
578,0.02,6280,100000.0,17.15,2.43,0.81,2.337956311010492
579,0.02,6290,100000.0,17.15,2.43,0.81,2.3364380692188496
580,0.02,6300,100000.0,17.15,2.43,0.81,2.334923662448145
581,0.02,6310,100000.0,17.15,2.43,0.81,2.3334130752344744
582,0.02,6320,100000.0,17.15,2.43,0.81,2.3319062922006037
583,0.02,6330,100000.0,17.15,2.43,0.81,2.330403298054593
584,0.02,6340,100000.0,17.15,2.43,0.81,2.3289040775899053
585,0.02,6350,100000.0,17.15,2.43,0.81,2.360182032288035
586,0.02,6360,100000.0,17.15,2.43,0.81,2.3586598596140207
587,0.02,6370,100000.0,17.15,2.43,0.81,2.357141485545342
588,0.02,6380,100000.0,17.15,2.43,0.81,2.3556268949394177
589,0.02,6390,100000.0,17.15,2.43,0.81,2.3541160727373893
590,0.02,6400,100000.0,17.15,2.43,0.81,2.3526090039634027
591,0.02,6410,100000.0,17.15,2.43,0.81,2.351105673723938
592,0.02,6420,100000.0,17.15,2.43,0.81,2.3496060672070844
593,0.02,6430,100000.0,17.15,2.43,0.81,2.348110169682327
594,0.02,6440,100000.0,17.15,2.43,0.81,2.3466179664996374
595,0.02,6450,100000.0,17.15,2.43,0.81,2.345129443089185
596,0.02,6460,100000.0,17.15,2.43,0.81,2.3436445849605776
597,0.02,6470,100000.0,17.15,2.43,0.81,2.375818766807716
598,0.02,6480,100000.0,17.15,2.43,0.81,2.374310562048481
599,0.02,6490,100000.0,17.15,2.43,0.81,2.3728060487150877
600,0.02,6500,100000.0,17.15,2.43,0.81,2.371305212368107
601,0.02,6510,100000.0,17.15,2.43,0.81,2.369808038646438
602,0.02,6520,100000.0,17.15,2.43,0.81,2.36831451326648
603,0.02,6530,100000.0,17.15,2.43,0.81,2.3668246220219653
604,0.02,6540,100000.0,17.15,2.43,0.81,2.365338350782923
605,0.02,6550,100000.0,17.15,2.43,0.81,2.363855685495657
606,0.02,6560,100000.0,17.15,2.43,0.81,2.3623766121816283
607,0.02,6570,100000.0,17.15,2.43,0.81,2.360901116937624
608,0.02,6580,100000.0,17.15,2.43,0.81,2.394050340338338
609,0.02,6590,100000.0,17.15,2.43,0.81,2.392551042932321
610,0.02,6600,100000.0,17.15,2.43,0.81,2.391055350942581
611,0.02,6610,100000.0,17.15,2.43,0.81,2.3895632505055637
612,0.02,6620,100000.0,17.15,2.43,0.81,2.388074727831341
613,0.02,6630,100000.0,17.15,2.43,0.81,2.386589769203438
614,0.02,6640,100000.0,17.15,2.43,0.81,2.385108360977854
615,0.02,6650,100000.0,17.15,2.43,0.81,2.3836304895832447
616,0.02,6660,100000.0,17.15,2.43,0.81,2.3821561415199457
617,0.02,6670,100000.0,17.15,2.43,0.81,2.380685303359783
618,0.02,6680,100000.0,17.15,2.43,0.81,2.379217961744984
619,0.02,6690,100000.0,17.15,2.43,0.81,2.377754103388791
620,0.02,6700,100000.0,17.15,2.43,0.81,2.4119063706834747
621,0.02,6710,100000.0,17.15,2.43,0.81,2.4104182735439736
622,0.02,6720,100000.0,17.15,2.43,0.81,2.4089336881413352
623,0.02,6730,100000.0,17.15,2.43,0.81,2.4074526012169564
624,0.02,6740,100000.0,17.15,2.43,0.81,2.405974999581545
625,0.02,6750,100000.0,17.15,2.43,0.81,2.404500870114869
626,0.02,6760,100000.0,17.15,2.43,0.81,2.403030199764657
627,0.02,6770,100000.0,17.15,2.43,0.81,2.401562975547088
628,0.02,6780,100000.0,17.15,2.43,0.81,2.400099184545418
629,0.02,6790,100000.0,17.15,2.43,0.81,2.398638813910296
630,0.02,6800,100000.0,17.15,2.43,0.81,2.3971818508585567
631,0.02,6810,100000.0,17.15,2.43,0.81,2.395728282673427
632,0.02,6820,100000.0,17.15,2.43,0.81,2.394278096703791
633,0.02,6830,100000.0,17.15,2.43,0.81,2.4294642941085653
634,0.02,6840,100000.0,17.15,2.43,0.81,2.427989451307532
635,0.02,6850,100000.0,17.15,2.43,0.81,2.4265180202523147
636,0.02,6860,100000.0,17.15,2.43,0.81,2.4250499883098118
637,0.02,6870,100000.0,17.15,2.43,0.81,2.4235853429114327
638,0.02,6880,100000.0,17.15,2.43,0.81,2.4221240715532475
639,0.02,6890,100000.0,17.15,2.43,0.81,2.4206661617950345
640,0.02,6900,100000.0,17.15,2.43,0.81,2.4192116012605243
641,0.02,6910,100000.0,17.15,2.43,0.81,2.41776037763586
642,0.02,6920,100000.0,17.15,2.43,0.81,2.4163124786705823
643,0.02,6930,100000.0,17.15,2.43,0.81,2.414867892176176
644,0.02,6940,100000.0,17.15,2.43,0.81,2.413426606025882
645,0.02,6950,100000.0,17.15,2.43,0.81,2.41198860815461
646,0.02,6960,100000.0,17.15,2.43,0.81,2.4482712325799225
647,0.02,6970,100000.0,17.15,2.43,0.81,2.4468081351465014
648,0.02,6980,100000.0,17.15,2.43,0.81,2.445348356539299
649,0.02,6990,100000.0,17.15,2.43,0.81,2.4438918847014435
650,0.02,7000,100000.0,17.15,2.43,0.81,2.44243870763696
651,0.02,7010,100000.0,17.15,2.43,0.81,2.440988813409772
652,0.02,7020,100000.0,17.15,2.43,0.81,2.439542190143873
653,0.02,7030,100000.0,17.15,2.43,0.81,2.4380988260230354
654,0.02,7040,100000.0,17.15,2.43,0.81,2.4366587092898424
655,0.02,7050,100000.0,17.15,2.43,0.81,2.4352218282455627
656,0.02,7060,100000.0,17.15,2.43,0.81,2.433788171250274
657,0.02,7070,100000.0,17.15,2.43,0.81,2.4323577267215515
658,0.02,7080,100000.0,17.15,2.43,0.81,2.430930483134777
659,0.02,7090,100000.0,17.15,2.43,0.81,2.468376626451226
660,0.02,7100,100000.0,17.15,2.43,0.81,2.466923813806859
661,0.02,7110,100000.0,17.15,2.43,0.81,2.465474233643515
662,0.02,7120,100000.0,17.15,2.43,0.81,2.4640278744357498
663,0.02,7130,100000.0,17.15,2.43,0.81,2.4625847247157733
664,0.02,7140,100000.0,17.15,2.43,0.81,2.4611447730719327
665,0.02,7150,100000.0,17.15,2.43,0.81,2.459708008149041
666,0.02,7160,100000.0,17.15,2.43,0.81,2.4582744186475742
667,0.02,7170,100000.0,17.15,2.43,0.81,2.456843993323478
668,0.02,7180,100000.0,17.15,2.43,0.81,2.455416720988046
669,0.02,7190,100000.0,17.15,2.43,0.81,2.4539925905075
670,0.02,7200,100000.0,17.15,2.43,0.81,2.4525715908021164
671,0.02,7210,100000.0,17.15,2.43,0.81,2.4511537108465093
672,0.02,7220,100000.0,17.15,2.43,0.81,2.449738939669379
673,0.02,7230,100000.0,17.15,2.43,0.81,2.4883915651624817
674,0.02,7240,100000.0,17.15,2.43,0.81,2.486950769935965
675,0.02,7250,100000.0,17.15,2.43,0.81,2.4855131159395008
676,0.02,7260,100000.0,17.15,2.43,0.81,2.4840785921928004
677,0.02,7270,100000.0,17.15,2.43,0.81,2.482647187768678
678,0.02,7280,100000.0,17.15,2.43,0.81,2.481218891792837
679,0.02,7290,100000.0,17.15,2.43,0.81,2.479793693443625
680,0.02,7300,100000.0,17.15,2.43,0.81,2.4783715819516576
681,0.02,7310,100000.0,17.15,2.43,0.81,2.4769525465990787
682,0.02,7320,100000.0,17.15,2.43,0.81,2.4755365767199136
683,0.02,7330,100000.0,17.15,2.43,0.81,2.4741236616994104
684,0.02,7340,100000.0,17.15,2.43,0.81,2.472713790973559
685,0.02,7350,100000.0,17.15,2.43,0.81,2.471306954029141
686,0.02,7360,100000.0,17.15,2.43,0.81,2.469903140403237
687,0.02,7370,100000.0,17.15,2.43,0.81,2.468502339683013
688,0.02,7380,100000.0,17.15,2.43,0.81,2.5084087633492334
689,0.02,7390,100000.0,17.15,2.43,0.81,2.506981496889886
690,0.02,7400,100000.0,17.15,2.43,0.81,2.505557276618137
691,0.02,7410,100000.0,17.15,2.43,0.81,2.5041360921045857
692,0.02,7420,100000.0,17.15,2.43,0.81,2.502717932969474
693,0.02,7430,100000.0,17.15,2.43,0.81,2.501302788882137
694,0.02,7440,100000.0,17.15,2.43,0.81,2.4998906495605
695,0.02,7450,100000.0,17.15,2.43,0.81,2.498481504771513
696,0.02,7460,100000.0,17.15,2.43,0.81,2.4970753443302214
697,0.02,7470,100000.0,17.15,2.43,0.81,2.4956721580996013
698,0.02,7480,100000.0,17.15,2.43,0.81,2.4942719359908416
699,0.02,7490,100000.0,17.15,2.43,0.81,2.492874667961755
700,0.02,7500,100000.0,17.15,2.43,0.81,2.491480344018054
701,0.02,7510,100000.0,17.15,2.43,0.81,2.4900889542119966
702,0.02,7520,100000.0,17.15,2.43,0.81,2.4887004886423187
703,0.02,7530,100000.0,17.15,2.43,0.81,2.529942727629489
704,0.02,7540,100000.0,17.15,2.43,0.81,2.528527322434917
705,0.02,7550,100000.0,17.15,2.43,0.81,2.527114875574344
706,0.02,7560,100000.0,17.15,2.43,0.81,2.5257053771233093
707,0.02,7570,100000.0,17.15,2.43,0.81,2.524298817203652
708,0.02,7580,100000.0,17.15,2.43,0.81,2.5228951859825623
709,0.02,7590,100000.0,17.15,2.43,0.81,2.5214944736733504
710,0.02,7600,100000.0,17.15,2.43,0.81,2.5200966705344725
711,0.02,7610,100000.0,17.15,2.43,0.81,2.5187017668693867
712,0.02,7620,100000.0,17.15,2.43,0.81,2.517309753026559
713,0.02,7630,100000.0,17.15,2.43,0.81,2.5159206193988477
714,0.02,7640,100000.0,17.15,2.43,0.81,2.514534356423117
715,0.02,7650,100000.0,17.15,2.43,0.81,2.513150954580949
716,0.02,7660,100000.0,17.15,2.43,0.81,2.511770404397004
717,0.02,7670,100000.0,17.15,2.43,0.81,2.510392696439745
718,0.02,7680,100000.0,17.15,2.43,0.81,2.5530592756829544
719,0.02,7690,100000.0,17.15,2.43,0.81,2.5516541194597138
720,0.02,7700,100000.0,17.15,2.43,0.81,2.5502518403709007
721,0.02,7710,100000.0,17.15,2.43,0.81,2.548852428955274
722,0.02,7720,100000.0,17.15,2.43,0.81,2.547455875794496
723,0.02,7730,100000.0,17.15,2.43,0.81,2.5460621715135843
724,0.02,7740,100000.0,17.15,2.43,0.81,2.5446713067796773
725,0.02,7750,100000.0,17.15,2.43,0.81,2.5432832723029457
726,0.02,7760,100000.0,17.15,2.43,0.81,2.541898058835
727,0.02,7770,100000.0,17.15,2.43,0.81,2.540515657169849
728,0.02,7780,100000.0,17.15,2.43,0.81,2.5391360581431344
729,0.02,7790,100000.0,17.15,2.43,0.81,2.5377592526316546
730,0.02,7800,100000.0,17.15,2.43,0.81,2.536385231553545
731,0.02,7810,100000.0,17.15,2.43,0.81,2.535013985867806
732,0.02,7820,100000.0,17.15,2.43,0.81,2.533645506574314
733,0.02,7830,100000.0,17.15,2.43,0.81,2.532279784713044
734,0.02,7840,100000.0,17.15,2.43,0.81,2.5309168113648037
735,0.02,7850,100000.0,17.15,2.43,0.81,2.575042010828953
736,0.02,7860,100000.0,17.15,2.43,0.81,2.5736511322876114
737,0.02,7870,100000.0,17.15,2.43,0.81,2.572263037828264
738,0.02,7880,100000.0,17.15,2.43,0.81,2.570877718495419
739,0.02,7890,100000.0,17.15,2.43,0.81,2.5694951653741853
740,0.02,7900,100000.0,17.15,2.43,0.81,2.568115369589147
741,0.02,7910,100000.0,17.15,2.43,0.81,2.566738322304418
742,0.02,7920,100000.0,17.15,2.43,0.81,2.565364014723224
743,0.02,7930,100000.0,17.15,2.43,0.81,2.563992438088217
744,0.02,7940,100000.0,17.15,2.43,0.81,2.5626235836804505
745,0.02,7950,100000.0,17.15,2.43,0.81,2.561257442819848
746,0.02,7960,100000.0,17.15,2.43,0.81,2.5598940068645804
747,0.02,7970,100000.0,17.15,2.43,0.81,2.55853326721118
748,0.02,7980,100000.0,17.15,2.43,0.81,2.557175215294021
749,0.02,7990,100000.0,17.15,2.43,0.81,2.5558198425848664
750,0.02,8000,100000.0,17.15,2.43,0.81,2.5544671405937187
