Simulation Number,PG.cFactor,ExitSlit.openingWidth,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.translationXerror,SU.translationYerror,M1.translationXerror,M1.translationYerror,M1.rotationXerror,M1.rotationYerror,M2.translationXerror,M2.translationYerror,M2.rotationXerror,M2.rotationYerror,PG.translationXerror,PG.translationYerror,PG.rotationXerror,PG.rotationYerror,M3.translationXerror,M3.translationYerror,M3.rotationXerror,M3.rotationYerror,M4.translationXerror,M4.translationYerror,M4.rotationXerror,M4.rotationYerror,M5.translationXerror,M5.translationYerror,M5.rotationXerror,M5.rotationYerror
10,2.25,0.01,100,1,300000.0,-9.14565782060564e-05,1.7087455048763042e-05,-4.454924300694205e-05,0.00020189701913650367,-2.113533111771253e-05,-3.72763032130261e-05,-0.00027491865348012323,1.6998839920566097e-05,4.788468316340964e-05,4.649608820110613e-05,6.711655155504262e-05,0.0001972641902770798,2.9190949430229927e-05,4.11414349617279e-05,-0.0002909517429001527,-9.637711725051431e-05,-3.061911104092796e-05,-1.9008700699080117e-05,0.00014761118049641232,-0.00018447048591652382,2.2918523819298938e-05,-3.821680600682214e-05,-0.00022445468107417673,-0.0001235398228963764,-1.8380627338059684e-05,2.559357622438543e-05
11,2.25,0.01,100,1,300000.0,-7.981426151829963e-05,4.48900179368366e-05,0.00018323127391907601,-0.00021190793689747887,4.9127546337698645e-05,-1.5930211932512838e-05,-6.05727109156696e-05,0.00023356576006689232,3.8115901679058794e-06,-2.0791117355388534e-05,-0.00024772469451657327,0.00014029884024516068,-3.5411886238277308e-06,-4.365617645463788e-05,0.0002276663511198783,0.00025325191800168364,-1.3021710336970305e-05,-4.0860244081663543e-05,0.00028976454591338007,-1.1447492812393745e-05,-4.953299103445244e-05,2.1018677063483418e-05,5.615006033269477e-05,-9.759834188785731e-05,1.0273842197205097e-05,3.390935829302331e-05
12,2.25,0.01,100,1,300000.0,0.0002469172758892553,-0.00022863845421200324,-0.0001721659033504237,-0.00021566756638979125,3.5780020586370194e-05,-7.565733536950426e-06,0.00014259661913933446,0.00025767171102229785,1.2223565617813248e-05,-5.645485522384908e-06,-0.00018826468883002348,-0.00021902658859060734,-1.7657345647078536e-05,1.9031585572317152e-05,-1.6755089077729972e-05,0.00026285916511949436,-1.4698002639149845e-05,-3.7862449669697566e-05,-0.0002561322655295966,-5.722363819228181e-05,7.49265848940809e-06,4.948062209422017e-05,-0.00021107837059082838,-0.0002108607619513443,-3.546185398042511e-05,-3.983418844604109e-05
13,2.25,0.01,100,1,300000.0,-0.00018708524859180987,0.00023598568815219378,0.00019558875857770842,6.358144222486073e-05,2.944610950812923e-05,1.3787057321657216e-05,-0.0002447572117284974,-0.00016944734564173692,-4.3662293761611136e-05,-2.5656504033081365e-05,-5.751345892704017e-05,0.00010707313206674703,-1.0755340760044586e-05,3.522345840637186e-06,-0.00011102264069296625,-1.7439404062468062e-05,2.4002078536451293e-05,4.3801172814426035e-05,-0.00024784553680718996,0.00014370139867464986,-4.357844813784363e-05,-9.20750633642836e-06,8.831800002676325e-05,5.242785162817159e-05,-1.2406402325764998e-05,4.6686181989972313e-05
14,2.25,0.01,100,1,300000.0,0.000212598529414508,9.144075700186032e-05,-1.677572439063717e-05,1.828196636604083e-05,4.143777474935458e-05,1.7193171575961856e-05,0.00022026305203118557,0.0002775892014463778,-3.310756517301411e-05,4.458973569397216e-06,-0.00019394099729346223,3.0185107879507854e-05,1.1199242116409541e-05,-1.7149526858565145e-05,-0.00020014623815899828,-0.00025395057734461024,3.096245099611316e-05,-3.4489051277221525e-05,-9.431882983917668e-05,0.0002964711208251856,-9.114313595888347e-06,2.9664433185159197e-05,-0.00012756886664654638,-9.243205424326292e-06,-3.4423255742318346e-05,-3.300436420004401e-05
15,2.25,0.01,100,1,300000.0,-0.00029188914841983137,-4.883540767859428e-05,0.00021615808540325498,0.00024196363225637078,-2.1284038537056584e-05,-1.780838311877183e-05,6.217351924128761e-05,7.316371929546434e-05,-4.320255200137389e-06,4.22535799045856e-05,3.654959957783002e-05,0.000212257414000864,-4.837731306154133e-05,-2.8023816995671215e-05,0.00016686192330665105,-0.00014138864778953615,-3.48624987596022e-05,-3.529966570864248e-05,-9.051265124559128e-05,-0.00023195150308280262,-2.4963159033410476e-05,3.64559852506053e-05,-9.67620501653139e-05,0.00020585716317560518,-2.976676366537313e-05,-2.7090660914877798e-05
16,2.25,0.01,100,1,300000.0,0.00011248578467625697,1.2925671809425475e-05,-0.0002545159558644607,-8.363789634227497e-05,-4.596130873999527e-05,-3.357463808088863e-05,2.4071906572698117e-05,0.00016660342942919314,-3.854633094706849e-05,5.499040949156334e-06,0.00023186311479920927,-0.0001488288260344443,5.8700109447304766e-06,-4.975610531656081e-05,0.00015923506751475033,-6.155505519091076e-05,-4.24797085905192e-06,2.1331937885994287e-05,5.7693117008229e-06,-0.0001926984453665441,2.5685289424838102e-05,-2.4793228576753213e-05,-0.00015992968230226976,0.00012488257281925702,-4.4908905558740174e-05,-3.7320813456728546e-05
17,2.25,0.01,100,1,300000.0,-0.00027364595702394136,-0.0002609185048553796,1.463488581278404e-06,-8.796247704388825e-05,1.4876910769297075e-05,-3.0910229749043263e-05,0.00021037461132555278,0.0001709952370677796,-4.9667512048249874e-05,-2.9811176996137747e-05,-0.00016618692881261886,-0.0002642062387866022,-3.537246267189624e-05,-7.859189754294851e-06,0.00027737198172785965,0.0002987127907854988,1.0108681499483838e-05,1.953099677052875e-05,-1.7561852758116593e-05,0.0002240862018947993,4.705959041664516e-05,3.613391443012694e-05,-4.537839132966084e-05,0.0002923177616784329,-4.710361404078768e-05,-4.5015307276343796e-05
18,2.25,0.01,100,1,300000.0,-0.00011820719338691214,-9.060128785651057e-05,2.112641153204889e-05,-4.3906754586167174e-05,-3.2613413435775965e-05,1.0556961837818727e-05,4.8692888300738116e-05,-0.0001174473679341665,-3.2309259470286245e-05,-3.597446037651683e-05,-5.2818279698233915e-05,-0.00025691196376727824,-3.574962245899507e-05,-4.686115344778781e-05,-2.934152354995231e-05,-0.00028296440541399103,4.2357250067817515e-06,3.356442191313122e-05,-0.00027370408371161375,-0.0002009088931304852,3.0577249148918316e-05,-4.949993335254668e-05,0.0001102698049439596,0.00023994395276350536,2.687892895134059e-05,-1.0874917039533528e-05
19,2.25,0.01,100,1,300000.0,0.00016808342205530045,-0.00023322677622985744,0.0001739629685626089,0.00019018641969510193,3.0716246442746847e-06,-1.6555802080152174e-05,-0.00018082455864678752,-4.513530036973963e-05,1.5771652161913925e-05,2.715954033902974e-05,-8.324417464346224e-06,-0.00021312953201885144,-2.583311195177672e-05,-3.2534414463995165e-05,-9.236184994100045e-05,-5.8798503197709075e-05,-8.43702695085229e-06,-2.2134851771726917e-05,-0.00021943306495112867,0.00010361490599885312,4.04652160513343e-05,-2.6088707724925642e-05,2.394154501977468e-05,1.2763902372750578e-05,-2.9277911001316828e-05,9.428572593048068e-06
20,2.25,0.01,100,1,300000.0,0.0002472844844931405,-0.0002672738290487801,0.00017913599105689684,-0.0001273820099050117,2.1265719112691812e-05,-4.717667975528483e-05,5.360128503201526e-05,0.00017056992443961424,1.3715701690911369e-05,-4.2774422603896146e-05,0.0002942142551032734,-0.00028604349036622916,-1.071228590481059e-05,-2.7586018928581823e-06,-0.00017594374683066393,0.00017571248451421343,1.3946136314175481e-05,-1.3352654534062912e-05,-8.697804390801609e-05,7.574657733337486e-05,-3.707524474249e-05,4.609991597970797e-06,0.00024901199704206696,0.00013156291380931863,-1.7279420372496302e-05,-3.8383609471606465e-05
21,2.25,0.01,100,1,300000.0,3.932224417222747e-05,0.00027949181149002376,-9.066132140988646e-06,-0.00028624347888535633,4.181798897538855e-05,1.594682428222835e-05,-1.2791730234209587e-05,-1.6838221828025164e-06,-3.0109567382405347e-05,1.875275842977034e-05,0.00010797773331108025,1.1760897168824024e-05,-2.956888378993532e-05,4.7122355890096494e-05,-0.00014523388058033837,-9.390126269685883e-05,-2.2949709608584268e-05,-5.851645751012499e-08,8.56749383817125e-05,0.0002820716874490298,5.1834438355418335e-06,4.663880162043166e-05,0.00014758764518785878,-0.0001520296934596099,-1.1221729926563467e-06,4.388081716963082e-05
22,2.25,0.01,100,1,300000.0,9.483360154330801e-06,6.690472705886131e-05,-0.00017933217386391218,-7.888740127431473e-05,3.785650390347241e-05,2.8517775093963044e-05,-0.0001329573652375567,-0.0002998917721957695,-4.173112616760124e-06,4.7045342182954986e-05,0.00010791873634449615,0.00019052570628957526,-2.0758702273846132e-05,2.9102691648287946e-05,0.0002524071293241923,0.00026558876988596133,-4.53355795381441e-05,4.054481889111726e-05,-0.00025686253560882786,-0.0001034031177202934,6.2583987858222964e-06,3.251617395862937e-05,-0.00014568647072785027,-0.0002361726474083627,-2.814590590305885e-07,6.473138306927655e-07
23,2.25,0.01,100,1,300000.0,8.609038283070207e-06,-0.0002375802139971504,-0.00012692260375922156,1.0286021353633193e-05,1.9721907884412197e-05,-1.852298672918831e-05,0.00012193152681573219,-7.995044340254379e-05,-1.204684640229138e-05,-1.8477256217029458e-05,-0.00010978025177166547,-0.0002530158692305942,4.86349288469048e-05,-2.764852716953813e-06,3.654243637000684e-05,-0.0002480793411355486,-3.242443482203756e-05,1.323339886345706e-06,7.711857548741368e-05,0.00019986130947457435,-3.280275743891499e-05,1.6525838540788911e-06,-6.997114426922886e-05,-0.0001295153172817042,1.3887340689467426e-06,3.435421241408457e-05
24,2.25,0.01,100,1,300000.0,4.4705098780047916e-05,0.0002658502632346496,-0.00027487714630234337,3.3614582971536286e-05,-3.0128336978049577e-05,1.1956787250809645e-06,0.00020425558471394125,-0.00027843431763284975,-1.7597719355682085e-05,3.350822436045015e-05,-8.234885985223319e-05,0.00028883605232645333,-1.035368614748122e-05,-1.6960217927943974e-05,0.0001780298628590584,0.0002637829816361966,-3.574203942489122e-05,6.0037127480189065e-06,7.919891782290985e-05,0.00017011783943844558,3.373676511511231e-05,-4.915019044457332e-05,-0.0002354556355936565,-0.00010459254786569102,-3.42625023059043e-07,4.3221776257153166e-05
25,2.25,0.01,100,1,300000.0,-0.00024126840022683705,-0.00015628786086988752,-5.5265763106933255e-05,-9.938508715710427e-05,-1.192300210428656e-05,-1.5848139792900896e-05,0.00012149106104362018,-3.0935714710678608e-06,4.838710265941655e-05,3.9628572443638106e-05,8.666983197296068e-05,8.911559388463273e-05,3.909258366254613e-05,-1.1607426433949119e-05,-0.00021975369934825083,-0.0002073991980887161,3.410522921386618e-05,2.8577070401473294e-05,0.0002842553794923046,9.189866221762127e-05,3.414439386807662e-05,2.5217246572286175e-06,-0.0002201563786539995,9.3232692395728e-05,2.6468587561158254e-05,4.020816650836593e-05
26,2.25,0.01,100,1,300000.0,-0.0002880654854373858,-5.984305371324307e-05,-0.00015639149938064252,-0.0001650124132547285,-1.1911427059707755e-05,-2.148060297149308e-05,8.63461965498999e-05,-0.00011388538080286937,-1.0220466550072901e-05,4.3326425697792655e-05,5.01245817527165e-05,-0.00013282445236557631,-2.4688199220159258e-05,2.798548934940734e-05,-0.0001650150111429388,7.431479775133149e-05,1.4347095914917457e-05,3.586829774676318e-05,0.00016973585410613365,-0.00015799839665022155,1.2943945168800385e-05,2.057206110045347e-05,-0.0002270054285066066,-0.0002932298008066963,3.748483709138647e-05,-3.682372449147494e-05
27,2.25,0.01,100,1,300000.0,-0.00024940717748344487,-0.00020891821146072634,-0.00020004936425172226,0.00020239275758277534,2.0018828132346772e-05,4.5940434060924855e-06,0.0002903137639082972,0.00015174655641879165,4.9346771095992754e-05,-1.9823840342308763e-05,4.170253797982764e-05,-6.787346754516765e-05,7.744822552954608e-06,-3.801483009608256e-05,0.00025678081088744185,0.00023201273243869685,4.1502353687892305e-05,-1.109683846976083e-05,2.4153151418123114e-05,0.00018058523885193842,1.0449179230869676e-05,2.6826945023953254e-05,9.27727451210769e-05,0.00028243919397602464,-3.198948142260666e-05,-1.053132129953207e-05
28,2.25,0.01,100,1,300000.0,0.00022406489769769906,-3.1568118634935256e-05,0.00021537274259563545,0.00019300603286225617,-3.9379383900880605e-05,4.71376582453588e-05,-0.0002001612640460619,7.73458658808897e-05,-3.856360886048219e-05,3.7637066301622896e-05,-0.0002594491874794799,0.0002584726386968596,-3.7617419380278066e-06,1.5745639706102854e-05,0.00021059291033812515,0.00015949472279394968,-2.6801396740458706e-05,3.647534046360963e-05,0.00012229375104009572,-0.00022538648856032333,1.2499789005048928e-05,-1.415614947778172e-05,-0.0002592236324672255,-0.000129717473091231,2.9746916149578024e-05,3.0926385891517784e-05
29,2.25,0.01,100,1,300000.0,-0.0002755928860609557,-0.00010523521565717047,0.0002377576466760433,-5.3913297681034984e-05,-6.365515312456874e-07,4.9159060683367675e-05,0.00024396359700590617,4.896305935150891e-05,-2.069171531464964e-05,-4.788111528185052e-05,-8.18890397123976e-05,0.00021391815999311897,-2.785991629464606e-05,-8.87919772021777e-06,-0.00026942000530355467,0.00017269170613288723,-4.685934393143452e-05,3.0855273430061736e-05,0.00010842046997168383,-0.000273818206718902,-3.898247978297114e-05,3.62571812736559e-05,0.0002289378607890767,9.064454439669127e-05,5.950454773162619e-06,-3.388996037485191e-05
30,2.25,0.01,100,1,300000.0,-0.0002001611035427583,3.1196634988785393e-05,0.0002988085176931588,6.620790561546558e-05,1.5968673056997384e-05,3.256167873983518e-05,-0.0002726141674401887,-0.00010538394144334282,3.537773917585096e-05,1.3519832082164466e-05,0.00012047086441460572,-0.00012330253407061067,-4.150070508417881e-05,-3.1773215561448834e-05,-0.00013946872143740202,-0.00018989740296883198,4.154765710083348e-05,4.930241118840994e-06,0.0001756804359329763,0.0001947452533000356,-2.6046682033104985e-05,-1.0158008001258991e-05,-1.57855242479945e-05,3.126121012426866e-05,1.758944976353851e-05,1.9875759728215575e-05
31,2.25,0.01,100,1,300000.0,-0.00026484803811719406,-0.00011949974792599096,-0.00017557913957305234,-0.00015713031707456068,-4.3279326020844534e-05,6.099194303297759e-06,-0.00018430190807000542,-1.1981915556257157e-05,-4.134916853235196e-05,-1.6550236618646533e-06,0.00012080751841831019,-0.00016153498289571782,-8.378569114515686e-06,1.0258498885723913e-05,-0.0001667378510566825,2.316859494276807e-05,-6.724592685644261e-06,-7.290104771695307e-06,-1.9435802944725946e-05,-0.00016469685279715357,1.1190476443057356e-05,-3.1832614457087536e-05,8.460351503068497e-05,-0.0001559595225926909,1.068583999861992e-05,2.653553722767389e-06
32,2.25,0.01,100,1,300000.0,6.950800199536798e-05,5.250087862577926e-05,-0.00029748534420317047,-6.715665056556297e-05,4.1016626621871336e-07,-6.368836013226607e-06,-0.00023755455011651157,-0.0002655861700034337,-1.4781385402715932e-05,4.53561229725867e-05,-9.130482655901538e-05,-0.0002943967049488282,-1.5207659057981792e-05,1.8887076454092545e-05,0.00024938664390759753,0.00011616419830760106,4.2728511639724763e-05,-1.1018753749124587e-05,-6.878380365621175e-05,0.00022988185362749636,4.2039231110458314e-05,-5.643112122859493e-06,-0.00029300367441944603,-0.00027654491114094566,2.430065172499209e-05,3.5859028395842064e-05
33,2.25,0.01,100,1,300000.0,-3.0658206172928804e-05,-0.00025371879281820627,0.00013676939352653999,0.00025377101100522843,2.7566684236701037e-05,-2.8425542421436424e-05,-0.00014203248530443019,5.156459158107399e-06,-2.820396434132504e-05,-1.2973936840682951e-05,7.287292087075755e-05,5.720857809391735e-06,2.818428259786779e-05,-4.119451706150265e-05,5.175282054428081e-05,0.0002949876035938474,-1.8379709416248329e-06,4.371681930007602e-05,-2.3601725565520148e-05,-5.262397202208756e-05,-1.872645362489175e-05,-1.992481399717654e-05,5.931983509873046e-05,-4.542733441291046e-05,4.01193851659039e-05,4.629858897668341e-05
34,2.25,0.01,100,1,300000.0,6.996257473985382e-06,-6.849385934188366e-05,-0.00027558003527892083,-3.147017386062823e-05,2.3801138662986005e-05,3.612923362215508e-05,0.00018362579455566023,-0.00016796202887071484,-8.923092230242028e-06,1.3400352261047013e-05,-0.00013936713218960886,-5.019739249635094e-05,4.320724867156728e-05,2.3708553103504374e-06,4.484976134121204e-05,-6.42929509246261e-05,-5.846659401223441e-06,2.2182600584184305e-05,-1.9069222628950787e-05,0.00024768899706883177,2.5769615289479614e-05,-3.0356963284315675e-05,-0.00020702337607163935,6.331701287594891e-05,-4.7653830540620476e-07,-4.298635725966795e-05
35,2.25,0.01,100,1,300000.0,0.00025461842596878284,0.0001449842284659957,0.00013712617526583331,0.00023384144788773166,2.9190679013373838e-05,-3.3996117272204796e-05,0.000249045686939023,-8.908953393977988e-05,3.9585161317500795e-05,-9.015696396119686e-06,0.00022936768930130854,-0.00020900659716162426,2.947636409967995e-05,1.892980199565389e-05,-0.0002758998638319045,0.0002496302663451448,-1.998839384608677e-05,-2.7722235532185904e-05,0.0001861740700462341,1.9888467046858785e-06,-1.721447207614602e-05,3.3233259369331322e-06,-9.472935022328526e-05,6.636623834273508e-05,-2.452500116882889e-05,1.089350836151449e-05
36,2.25,0.01,100,1,300000.0,9.457231646355281e-05,-8.152318457166219e-05,-0.00015816518020453328,-0.00010943114554529256,2.7599604799996513e-05,3.928511124445925e-05,-0.00014588482542458961,-0.00016430089067290824,-2.1445205159780412e-05,2.5060586289863935e-05,-0.00012207323895934886,6.846090341381766e-05,-4.170081684245277e-05,-1.712793122859112e-05,-0.00022250718475660963,-0.000209538552639219,-3.451499390662805e-05,4.1229254712542915e-05,-0.0002381594808768855,-0.0002427434479758292,-2.9770362184663447e-05,3.309257513932006e-05,-0.00021489585300758955,6.595505440468023e-05,4.9604394145935766e-05,-3.787771785024694e-05
37,2.25,0.01,100,1,300000.0,0.00024990466710902835,-0.00020374846601673124,0.00014642146004550748,3.01065187789553e-05,-3.070629553530765e-05,6.025153500153259e-06,0.00028272513311467694,-0.0002451129515618814,1.602824765971451e-05,-2.720887569756907e-05,0.00025724267961785074,-8.726871026192289e-05,-3.9581779955495655e-05,3.373455617123342e-05,0.00013929406882343413,-0.00019517376084421858,1.0136365234192071e-05,4.3008785758144096e-05,4.586980287626778e-05,-0.00019078344980211155,2.2561182881434656e-05,-5.2653436213487395e-06,0.0002415761444912262,0.00024604190898242195,3.9491764460430354e-05,-3.632375231732658e-05
38,2.25,0.01,100,1,300000.0,0.00023306432040359353,0.0001171541665591841,0.00014322403940994672,4.641828101535118e-05,-1.1163679290142895e-05,2.9156224963603345e-06,0.00012820387924133227,0.00021234642194973614,2.749047632576525e-05,3.216121113749399e-05,0.00014157383949044432,0.00011363200781888482,-7.821109434975735e-06,1.3043389723116162e-05,-1.01864660465827e-05,-2.4286850973574367e-06,-1.6116055503157103e-06,-4.1575766220220234e-05,4.532754340644691e-05,2.20457094372778e-05,-2.3588135020921552e-05,-2.9139663982160205e-05,2.158889531460198e-05,4.188556157928581e-05,-6.0549416834843164e-06,2.0157099665950213e-05
39,2.25,0.01,100,1,300000.0,0.0002443346189326915,5.838207844085998e-06,0.0002063798882786842,-0.0001968218380691318,-3.116049589952478e-05,-4.8020087629069465e-05,0.0002383654119013741,0.0002372511677450661,-2.788963439875888e-05,1.3299158930009387e-05,-0.00024523434864562197,5.716990823499723e-05,-3.6096691529730866e-05,-1.3056498594924203e-05,0.00016794783619155106,-0.0002218774467074524,3.421478146602796e-05,1.2297856151889348e-05,4.928146726243993e-05,0.00027516752993174165,-1.7010554607624604e-05,-2.0421035231708962e-05,0.0002703963211325621,0.0002545493701786669,-1.0521156772767514e-05,-1.9573323887475403e-05
40,2.25,0.01,100,1,300000.0,-0.0001634978126753752,-3.3806956516496645e-05,0.00027900276861639995,-1.8586145976940728e-05,1.3028670960458015e-05,3.1026849437021635e-05,-4.382125151374867e-05,6.435262474865791e-05,2.0495896542089692e-05,6.638947109564888e-06,-0.0002916837626499365,-0.00015133299327182856,4.8840266533522446e-05,4.4186641201360244e-05,0.0001996708839638786,-0.00019549331834445158,4.980639672318346e-05,3.3516781074538444e-07,-9.731442435821454e-05,0.00020620299850340247,4.3071443158001006e-05,-1.4690799619162418e-05,-0.00018700058817617047,-0.0002569016265574829,-2.058390072564673e-05,8.541593283493024e-06
41,2.25,0.01,100,1,300000.0,0.00024211526059403436,-4.202599673696738e-05,0.00019881455348167392,0.0002635596351381789,1.1333893413487357e-05,-1.1038656621080355e-05,0.00015973742093808476,0.0002957133928529671,-4.822952592316578e-05,-4.1732317397233604e-05,5.0937998330954774e-05,-0.00012567264984384414,-3.416168940314527e-05,-1.0374018689577026e-05,-6.70818482125528e-05,1.9628862820474243e-05,1.7438838428197798e-05,3.690254911603698e-05,-0.00018785332013635078,0.00011029056373946063,-1.8117342950817995e-05,-1.1500748275726505e-05,0.0001604215355746028,-7.37789077969524e-05,-6.468562063763817e-06,-1.9537135661641103e-05
